GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,period,EVENT_DATE,year,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
520,1181RTA,,December 2016,19/12/2016,2016,1,Violence against civilians,Unidentified Clan Militia (Somalia),,4,Civilians (Somalia),Unidentified Clan Group (Somalia),7,47,Somalia,Sanaag,Ceerigaabo,,Ceerigaabo,10.62182,47.36813,3,Local Source Project,Unidentified attackers kill two young boys at Faras Cawle. The killings may have been related to clan revenge issues.,2
520,1182RTA,,December 2016,19/12/2016,2016,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),Wadani Party,7,37,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.55975,44.06678,1,Local Source Project,Unidentified persons attacked a member of the opposition Wadani Party with a knife. Status of victim unknown. ,0
520,1183RTA,,December 2016,20/12/2016,2016,1,Battle-No change of territory,Dhulbahante Clan Militia (Somalia),,4,Dhulbahante Clan Militia (Somalia),,4,44,Somalia,Sool,Lascaanod,,Las Anod,8.47358,47.35441,1,Local Source Project,"A civilian died after being hit by a stray bullet from two warring Dhulbahante sub-clans, the identities of which not known. ",1
520,1184RTA,,December 2016,21/12/2016,2016,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Dharkenley,2.0095,45.25,1,Local Source Project,A civilian is shot and killed by two unidentified armed men with pistols. Motive not known.,1
520,1185RTA,,December 2016,21/12/2016,2016,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),Wadani Party,7,37,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.55975,44.06678,1,Local Source Project,Unidentified attackers assaulted and wounded a leader of the Wadani Party. A similar attack took place two days prior. ,0
520,1186RTA,,December 2016,21/12/2016,2016,1,Violence against civilians,Military Forces of Somalia (2012-),,1,Civilians (Somalia),,7,17,Somalia,Banaadir,Mogadisho,,Waaberi,2.01951,45.31,1,Local Source Project,A soldier shot and killed a civilian driver after extortion refusal.,1
520,1187RTA,,December 2016,22/12/2016,2016,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bakool,Xudur,,Xudur,4.12303,43.89012,2,Local Source Project,"SNA forces shot and killed an al Shabaab fighter at Yaabal village, 42km SW from Xudur.",1
520,1188RTA,,December 2016,23/12/2016,2016,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Kahda,2.0462,45.33407,1,Local Source Project,A soldier was shot and killed and his gun was taken by an unidentified attacker. ,1
520,1189RTA,,December 2016,24/12/2016,2016,1,Remote violence,Unidentified Armed Group (Somalia),,3,,,0,30,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,2,Local Source Project,"An IED planted along the road connecting Afgoye and Mogadishu explodes in a vacant area, no reported injury. The target of the blast remains unknown. ",0
520,1190RTA,,December 2016,24/12/2016,2016,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Hodan,2.03333,45.35,1,Local Source Project,Two civilian men are shot and killed in KPP neighbourhood by unidentified men with pistols. ,1
520,1191RTA,,December 2016,24/12/2016,2016,1,Battle-No change of territory,Military Forces of Somaliland (1991-),,1,Dhulbahante Clan Militia (Somalia),,4,14,Somalia,Sool,Lascaanod,,Tifafle,8.60214,47.33232,1,Local Source Project,Four are injured after Somaliland Army and unidentified clan militias clashed in Tifafle. ,0
520,1192RTA,,December 2016,25/12/2016,2016,1,Battle-No change of territory,Police Forces of Puntland (1998-),Government of Puntland (1998-),1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,1,Local Source Project,"The Prosecutor General of Bari Region Military courts was attacked by unidentified attackers, injuring he and his bodyguards. ",0
520,1193RTA,,December 2016,25/12/2016,2016,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Military Forces of Somalia (2012-),,1,11,Somalia,Shabeellaha Dhexe,Jowhar,,Xawaadley,2.58256,45.48939,1,Local Source Project,Two groups of SNG forces exchanged gunfire in Xawaadley over a dispute of settlement administration. Two fighters were killed and five others injured. ,2
520,1194RTA,,December 2016,26/12/2016,2016,1,Strategic development,Police Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Hawl Wadaag,2.04803,45.32,1,Local Source Project,An IED placed near a restaurant is discovered by police and dismantled. ,0
520,1195RTA,,December 2016,26/12/2016,2016,1,Remote violence,Unidentified Armed Group (Somalia),,3,Al Shabaab,,2,23,Somalia,Shabeellaha Hoose,Marka,,Janaale,1.8,44.7,1,Local Source Project,Unidentified aircraft carried out an overnight air-bombardment on an al Shabaab position at Janaale settlement. casualties could not established.,0
520,1196RTA,,December 2016,26/12/2016,2016,1,Battle-Non-state actor overtakes territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Hoose,Marka,,Shalaambood,1.7087,44.69605,2,Local Source Project,"Al Shabaab fighters carried out an attack against SNG forces at Kabtan-laas village, near Shalanbood. After an exchange of gunfire, al Shabaab managed to overtake the village before retreating shortly thereafter. It is not clear if government forces moved back following the departure. casualties not known.",0
520,1197RTA,,December 2016,28/12/2016,2016,1,Riots/Protests,Rioters (Somalia),Shiite Muslim Group (Somalia),5,Police Forces of Somaliland (1991-),,1,15,Somalia,Woqooyi Galbeed,Berbera,,Berbera,10.43959,45.01432,1,Local Source Project,"A group of Shia clerics of the ""Sufi Order"" violently overtake a Sunni mosque. Injuries not known. Police made 23 arrests.",0
520,1198RTA,,December 2016,28/12/2016,2016,1,Remote violence,Unidentified Armed Group (Somalia),,3,,,0,30,Somalia,Banaadir,Mogadisho,,Heliwa,2.08438,45.39,1,Local Source Project,An IED placed under the empty car of a businessman detonates without injury. ,0
520,1199RTA,,December 2016,28/12/2016,2016,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Dhexe,Jowhar,,Mahadaay,2.97043,45.53468,1,Local Source Project,An RCIED exploded around Biya-adde apparently targeting a AMISOM convoy. casualties could not be established. ,0
520,1200RTA,,December 2016,29/12/2016,2016,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Private Security Forces (Somalia),,8,18,Somalia,Banaadir,Mogadisho,,Abdul-Aziz,2.04045,45.36,1,Local Source Project,Reports indicate that the guards of beach-view restaurant opened fire at a pick-up Toyota vehicle with 6 NISA SNA soldiers on-board passing in front of the Beach-view hotel after they suspected the vehicle. The SNA soldiers reacted and exchanged gunfire with the guards but no casualties were reported.,0
520,1201RTA,,December 2016,29/12/2016,2016,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,2,Local Source Project,"An RCIED planted along the roadside of Afgoy road in Alamada village, apparently targeting AMISOM convoy heading to Mogadishu from Afgoy direction, exploded and hit one of the AMISOM vehicles which sustained minor damage. No other casualties reported.",0
520,1202RTA,,December 2016,30/12/2016,2016,1,Remote violence,Unidentified Armed Group (Somalia),,3,Police Forces of Somalia (2012-),Government of Somalia (2012-),1,13,Somalia,Bay,Baydhabo,,Buundo Midow,3.0906,43.8845,1,Local Source Project,"An IED detonated at Midow, targeting the DC of Baidoa. The Commissioner escaped unhurt, though a bodyguard was slightly injured.",0
520,1203RTA,,December 2016,31/12/2016,2016,1,Battle-No change of territory,Police Forces of Puntland (1998-),Government of Puntland (1998-),1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bari,Qardho,,Qardho,9.50694,49.08608,1,Local Source Project,The prosecutor of Qardho court was shot and wounded by a gunmen who also injured one police officer. The perpetrator was killed on the spot by one of the body guard police officers. ,1
520,1204RTA,,December 2016,31/12/2016,2016,1,Strategic development,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Shibis,2.04764,45.35,1,Local Source Project,Government forces discover and disarm an IED in Shibis.,0
520,1205RTA,,December 2016,31/12/2016,2016,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Hoose,Wanla Weyn,,Wanla Weyne,2.61945,44.89357,2,Local Source Project,"RCIED planted along the roadside of Baidoa road in Idow Jalaad village, near Wanla Weyne, exploded and reportedly hit one of the AMISOM vehicles. Casualties could not be established. Perpetrators not known.",0
520,1206RTA,,January 2017,1/1/17,2017,1,Violence against civilians,Habar Jeclo Clan Militia (Somalia),,4,Civilians (Somalia),Dhulbahante Clan Group (Somalia),7,47,Somalia,Togdheer,Buuhoodle,,Buuhoodle,8.2516,46.31572,2,Local Source Project,"Habar Jeclo militiamen ambushed a vehicle carrying 5 Dhulbahante men at Sooljoogto, near Buuhoodle, killing three and injuring two others. ",3
520,106RTA,,January 2017,1/1/17,2017,1,Violence against civilians,Police Forces of Somaliland (1991-),,1,Civilians (Somalia),,7,17,Somalia,Togdheer,Buuhoodle,,Buuhoodle,8.2516,46.31572,1,Radio Kulmiye ,Somaliland police reportedly shoot and kill two civilians in Buuhoodle. The reason for the attack is not known. ,2
520,1207RTA,,January 2017,1/1/17,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Jubbada Dhexe,Jilib,,Jilib,0.4833,42.7666,1,Local Source Project,Al Shabaab publically executed a 76 year old civilian man over accusations of working with the Jubaland government. ,1
520,1208RTA,,January 2017,2/1/17,2017,1,Battle-No change of territory,Gaaljecel Clan Militia (Somalia),,4,Makane Clan Militia (Somalia),,4,44,Somalia,Hiiraan,Belet Weyne,,Belet Weyne,4.73598,45.20427,2,Local Source Project,"Clan militias clash at Makiinta, near Belet Weyne. casualties not known. ",0
520,1210RTA,,January 2017,2/1/17,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),Hawadle Clan Group (Somalia),7,27,Somalia,Hiiraan,Bulo Burto,,Bulo Burto,3.85194,45.56512,2,Local Source Project,"A civilian businessman from Hawadale clan is shot and killed by al Shabaab at Jameeca Shill, near Bulo Burto. ",1
520,1209RTA,,January 2017,2/1/17,2017,1,Strategic development,AMISOM: African Union Mission in Somalia (2007-) (Djibouti),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Hiiraan,Bulo Burto,,Bulo Burto,3.85194,45.56512,1,Local Source Project,An RCIED placed at an AMISOM Djiboutian Guard location in the Centre of Bullo Burte Town was spotted by the troops on Patrol. The area was immediately secured and area network switched off. The RCIED was detonated Safely.,0
520,107RTA,,January 2017,2/1/17,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Gedo,Luuq,,Luuq,3.79999,42.54459,2,Shabelle Media Network ,At least three Somali military soldiers are reported to have been killed in an al Shabaab ambush attack near Luuq at Bashiru village. ,3
520,108RTA,,January 2017,2/1/17,2017,1,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) (Uganda),UN: United Nations,8,Al Shabaab,,2,28,Somalia,Banaadir,Mogadisho,,Medina,2.02053,45.28967,1,Agence France Presse ,"An al Shabaab suicide car bomber targeted the Medina gate of Aden Adde airport, detonating near a Halane facility housing AMISOM and UN personnel. AMISOM gunfire responded to the blast. Three deaths reported. Soon after, a second bomber targeted the Peace Hotel, located at the far side of the airport, injuring civilians. ",3
520,109RTA,,January 2017,2/1/17,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Banaadir,Mogadisho,,Waaberi,2.01951,45.31,1,Agence France Presse ,"An al Shabaab suicide car bomber targeted the Medina gate of Aden Adde airport, detonating near a Halane facility housing AMISOM and UN personnel. AMISOM gunfire responded to the blast. Three deaths reported. Soon after, a second bomber targeted the Peace Hotel in Waaberi, located at the far side of the airport, injuring civilians. ",0
520,110RTA,,January 2017,2/1/17,2017,1,Battle-No change of territory,Police Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Banaadir,Mogadisho,,Yaaqshiid,2.06777,45.35,1,Xinhua,Suspected al Shabaab attack and killed a police officer in Yaaqshiid. The attack may have been in coordination with the blast at the airport. ,1
520,111RTA,,January 2017,3/1/17,2017,1,Battle-Government regains territory,Military Forces of Somalia (2012-),Military Forces of Kenya (2013-),1,Unidentified Armed Group (Somalia),,3,13,Somalia,Gedo,Ceel Waaq,,Busaar,2.67,41.32,1,Shabelle Media Network (Mogadishu),Nine al-Shabaab fighters and a government soldier were killed when government forces backed Kenyan army attacked an al-Shabaab-held town of Buusaar. Reports say the Somali army took control of Buusaar after al-Shabaab withdrew.,10
520,1211RTA,,January 2017,3/1/17,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (International),,7,37,Somalia,Shabeellaha Hoose,Marka,,Gandarshe,1.83472,44.96653,2,Local Source Project,"Two dead bodies (male and female) suspected to be a couple, were found washed ashore between Gendershe and Jilib-marka villages. Reports indicate that the bodies were white foreigners believed to be tourists and the cause of their death and nationality remained unknown. The area where the dead bodies were found is under AS control and AS mentioned that they buried the dead bodies.",2
520,1212RTA,,January 2017,3/1/17,2017,1,Riots/Protests,Rioters (Somalia),,5,Police Forces of Somaliland (1991-),,1,15,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.55975,44.06678,1,Local Source Project,"A demonstration was held by rowdy youths at Xero Awr neighbourhood in Hargeisa. The motive behind the demonstration is not yet clear, but information received indicates that SL police used live ammunition in an effort to try and disperse the youth. Two women reportedly sustained bullet wounds and are currently being treated at Hargeisa group hospital.",0
520,112RTA,,January 2017,3/1/17,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Dhexe,Jowhar,,Jowhar,2.78088,45.49682,1,Shabelle Media Network (Mogadishu),"Al Shabaab attacks military personnel near Jowhar. The attack led to an exchange of gunfire. Al Shabaab claims to have killed ""many"" soldiers in the shootout, though SNG has yet to confirm.",10
520,1213RTA,,January 2017,3/1/17,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),Government of Somalia (2012-),7,37,Somalia,Jubbada Hoose,Kismayo,,Kismayo,-0.36029,42.54626,1,Local Source Project,Unidentified man hurled a HG targeting the residence of ministry of health for Jubaland State in Farjano neighbourhood. A security guard was slightly injured.,0
520,1214RTA,,January 2017,3/1/17,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Shabeellaha Hoose,Qoryooley,,Kurtunwaarey,1.61044,44.33289,1,Local Source Project,"Two men, accused of a series of thefts, were sentenced to hand amputation and their right-hands subsequently chopped off by AS in a public gathering in Kurtunwarey district.",0
520,1215RTA,,January 2017,3/1/17,2017,1,Strategic development,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bay,Baydhabo,,Mayafulka,3.12916,43.6977,1,Local Source Project,Soldiers reported a suspicious device under a tree where they normally rest in Maayafuulka (c. 5km SE of Baidoa town). They left the area and alerted AMISOM who deployed their combat engineers at the scene. An IED was discovered and safely dismantled.,0
520,114RTA,,January 2017,3/1/17,2017,1,Non-violent transfer of territory,Military Forces of Somalia (2012-),AMISOM: African Union Mission in Somalia (2007-) (Kenya),1,Al Shabaab,,2,12,Somalia,Bakool,Xudur,,Moro Gabey,4.19008,43.64343,1,Xinhua,Somali and AMISOM forces gain control of Moro Gabey after al Shabaab fled. ,0
520,113RTA,,January 2017,3/1/17,2017,1,Battle-Government regains territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bakool,Xudur,,Moro Gabey,4.19008,43.64343,1,Radio Mogadishu ,Military secure Moro Gabey from al Shabaab. Two al Shabaab spies reported dead. ,2
520,115RTA,,January 2017,4/1/17,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-) (Uganda),Military Forces of Somalia (2012-),8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Hoose,Marka,,Bulo Mareer,1.6298,44.5196,1,Somali Memo ,"A ""number"" of African Union (Uganda) and Somali National army personnel are feared dead after their convoy was hit by a landmine in the outskirts of southern town of Bula Mareer. Perpetrators not known .",10
520,1216RTA,,January 2017,4/1/17,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Shabeellaha Dhexe,Jowhar,,Miir-Taqwo,3.1034,45.85147,1,Local Source Project,"Reports indicate that an RCIED placed near a checkpoint manned by SNA soldiers in Miir-tuugo village, near Mahadaay exploded, but casualties could not be established. Perpetrators not known. ",0
520,1217RTA,,January 2017,4/1/17,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Hoose,Marka,,Shalaambood,1.7087,44.69605,2,Local Source Project,An RCIED planted along the road between Shalanbood and Buula-mareer settlements apparently targeting AMISOM convoy travelling along that road exploded and hit one of the AMISOM trucks. Casualties could not be established.,0
520,116RTA,,January 2017,4/1/17,2017,1,Remote violence,UN: United Nations,,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Banaadir,Mogadisho,,Wadajir,2.0462,45.33407,1,Shabelle Media Network (Mogadishu),At least four people were wounded after a bomb concealed into a UN vehicle went off outside UNDP compound in Mogadishu on the morning of 04/01. No group has claimed responsibility for the attack. Police in the area carried out a series of raid in response to the attack. ,0
520,117RTA,,January 2017,5/1/17,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Shabeellaha Dhexe,Jowhar,,Mahadaay,2.97043,45.53468,1,Somali Memo ,Two government soldiers were killed and three others wounded after a vehicle they were in was it by a landmine explosion near the southern town of Mahaday. Perpetrators not known. ,2
520,4142RTA,,January 2017,5/1/17,2017,1,Battle-Government regains territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bay,Baydhabo,,Saydheelow,3.3685,43.6726,1,Local Source Project,"Government forces attack and overtake Saydheelow village, killing five al Shabaab fighters. ",5
520,383RTA,,January 2017,6/1/17,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Shabeellaha Hoose,Barawa,,Baraawe,1.1132,44.0297,1,Shabelle Media Network (Mogadishu),African Union [AU] forces have shot and dead two pastoralists and 70 of their camels outside the port city of Barawe in Lower Shabelle region [southern Somalia] on Friday afternoon (6 December 2017). The attacks were an apparent reaction of anger after the convoy hit a landmine in the area. The perpetrators of the IED are not known. ,0
520,384RTA,,January 2017,6/1/17,2017,1,Violence against civilians,AMISOM: African Union Mission in Somalia (2007-),,8,Civilians (Somalia),,7,78,Somalia,Shabeellaha Hoose,Barawa,,Baraawe,1.1132,44.0297,1,Shabelle Media Network (Mogadishu),African Union [AU] forces have shot dead two pastoralists and 70 of their camels outside the port city of Barawe in Lower Shabelle region [southern Somalia] on Friday afternoon (6 December 2017). The attacks was an apparent reaction of anger after the convoy hit a landmine in the area. The perpetrators of the IED are not known. ,2
520,1218RTA,,January 2017,6/1/17,2017,1,Battle-No change of territory,Military Forces of Kenya (2013-),,8,Al Shabaab,,2,28,Somalia,Gedo,Ceel Waaq,,Busaar,2.67,41.32,2,Local Source Project,Reports indicate that al Shabaab ambushed KDF troops at Warey location approx. 25 km East of Cel waq town. The KDF convoy was travelling from El-wak Kenya to Busar village. After an exchange of gunfire AS withdrew and KDF continued their journey to Busar village. No casualties reported.,0
520,381RTA,,January 2017,6/1/17,2017,1,Battle-Government regains territory,Military Forces of Jubaland (2013-),AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),1,Al Shabaab,,2,12,Somalia,Jubbada Hoose,Kismayo,,Buulo Gaduud,-0.07395,42.57189,1,Garoweonline,Jubbaland state forces backed by Ethiopian troops serving with AMISOM [African Union Mission in Somalia] have launched a joint military offensive against Al-Shabab bastion near the port city of Kismayo at Singalar and Buulo Gaduud on Friday [6 January]. The allied forces pushed al Shabaab out of the village following a brief gunfight. Causalities not known. ,0
520,1220RTA,,January 2017,6/1/17,2017,1,Strategic development,AMISOM: African Union Mission in Somalia (2007-),Military Forces of Jubaland (2013-),8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Kismayo,,Buulo Gaduud,-0.07395,42.57189,2,Local Source Project,"Joint security forces (AMISOM, JSF and friendly troops) who were on security operation discovered and detonated 05 pieces of IEDs which were planted along the road to Bulo-Gudud village (approx., 30km NE of Kismayo town). There was a report of clashes between AS fighters and the Joint security forces. No reports on casualties.",0
520,1219RTA,,January 2017,6/1/17,2017,1,Remote violence,Military Forces of Jubaland (2013-),,1,Al Shabaab,,2,12,Somalia,Jubbada Hoose,Kismayo,,Buulo Gaduud,-0.07395,42.57189,1,Local Source Project,"Al Shabaab fighters detonated an IED targeting an APC belonging to JSF at Bulo-Gudud village (Approx, 30km NE of Kismayo town). The report indicated that the IED was planted along the road to the village. Minor damage to the APC in the front rear was reported. No casualties reported.",0
520,1221RTA,,January 2017,6/1/17,2017,1,Violence against civilians,Military Forces of Somalia (2012-),,1,Civilians (Somalia),,7,17,Somalia,Banaadir,Mogadisho,,Dharkenley,2.0095,45.25,1,Shabelle Media Network (Mogadishu),"An armed soldier, shot and injured a civilian man. The motive could not be established. Perpetrator managed to escape unidentified.",0
520,382RTA,,January 2017,6/1/17,2017,1,Battle-Government regains territory,Military Forces of Jubaland (2013-),AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),1,Al Shabaab,,2,12,Somalia,Jubbada Hoose,Kismayo,,Kismayo,-0.36029,42.54626,2,Shabelle Media Network (Mogadishu),Jubbaland state forces backed by Ethiopian troops serving with AMISOM [African Union Mission in Somalia] have launched a joint military offensive against Al-Shabab bastion near the port city of Kismayo at Singalar and Buulo Gaduud on Friday [6 January]. The allied forces pushed al Shabaab out of the village following a brief gunfight. Causalities not known. ,0
520,1222RTA,,January 2017,6/1/17,2017,1,Remote violence,Police Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bakool,Xudur,,Moro Gabey,4.19008,43.64343,1,Local Source Project,An IED detonated against a SNAF convoy near Mooragabey village (approx. 30km NW of Xudur). Five SNAF soldiers were injured. The convoy was returning from Mooragabey to Xudur.,0
520,118RTA,,January 2017,6/1/17,2017,1,Violence against civilians,Police Forces of Somalia (2012-),,1,Civilians (Somalia),,7,17,Somalia,Banaadir,Mogadisho,,Waaberi,2.01951,45.31,1,Shabelle Media Network (Mogadishu),"A bodyguard of a newly-elected Somali senator has opened fire on a civilian vehicle at Dabka junction, Waaberi, killing the driver. The reason for the shooting is not known. ",1
520,1223RTA,,January 2017,7/1/17,2017,1,Violence against civilians,Military Forces of Puntland (1998-) Darawish,,1,Civilians (Somalia),,7,17,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,1,Local Source Project,Five women were injured when Darawish soldiers opened fire in an attempt to disperse the people and clear traffic jam at the Bossaso main market.,0
520,386RTA,,January 2017,7/1/17,2017,1,Non-violent transfer of territory,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),Military Forces of Jubaland (2013-),8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Kismayo,,Buulo Gaduud,-0.07395,42.57189,1,Shabelle Media Network (Mogadishu),Al Shabaab forces gain control of Buulo Gaduud and Yoontoy Yarey villages after joint AMISOM-ENDF and Jubaland forces withdrawal. No violence reported. ,0
520,1224RTA,,January 2017,7/1/17,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),Habar Yoonis Clan Group (Somalia),1,Habar Yoonis Clan Militia (Somalia),,4,14,Somalia,Sanaag,Ceel Afweyn,,Ceel Afweyn,9.92925,47.21727,1,Local Source Project,A gunman from Habaryonis Sub-clan shot and injured a military soldier of the same clan. The victim was taken to Ceel-Afweyn hospital. The police arrested the perpetrator,0
520,1225RTA,,January 2017,7/1/17,2017,1,Violence against civilians,Habar Gedir-Saad Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Habar Gedir-Saad Sub-Clan Group (Somalia),7,47,Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.76924,47.43061,1,Local Source Project,A man was shot and seriously wounded by an armed man after a dispute erupted between them near the green line in Galkayo main market. The victim and perpetrator were from the same clan of Habargidir/Sa’ad sub-clan. The perpetrator escaped from the area.,0
520,1226RTA,,January 2017,7/1/17,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Sool,Caynabo,,Guumays,8.85107,46.7978,1,Local Source Project,Unidentified gunmen reportedly fired at a small van ferrying passengers and injured three persons on board near Guumays village (44km E of Caynabo).,0
520,385RTA,,January 2017,7/1/17,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Hodan,2.03333,45.35,1,Shabelle Media Network (Mogadishu),"At least three people were killed, and seven others wounded in twin hand grenade blasts at a small but busy tea-shop in Tarabunka area of Mogadishu. The target of the attack were believed to be soldiers. Perpetrators not known. ",3
520,388RTA,,January 2017,7/1/17,2017,1,Strategic development,AMISOM: African Union Mission in Somalia (2007-),Military Forces of Somalia (2012-),8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Wanla Weyn,,Wanla Weyne,2.61945,44.89357,1,Shabelle Media Network (Mogadishu),Joint AU-SNG forces arrest an al Shabaab commander in Wanla Weyne. ,0
520,387RTA,,January 2017,7/1/17,2017,1,Non-violent transfer of territory,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),Military Forces of Jubaland (2013-),8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Kismayo,,Yoontoy Yarey,-0.1302,42.57433,1,Shabelle Media Network (Mogadishu),Al Shabaab forces gain control of Buulo Gaduud and Yoontoy Yarey villages after joint AMISOM-ENDF and Jubaland forces withdrawal. No violence reported. ,0
520,119RTA,,January 2017,7/1/17,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-) (Kenya),Military Forces of the United States,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Jubbada Hoose,Kismayo,,Yoontoy Yarey,-0.1302,42.57433,1,Somali Memo ,"A roadside bomb has hit a military convoy carrying US and Kenyan soldiers in the outskirts of southern Somalia city of Kimsayo. Witnesses said they saw a huge cloud of smoke rise from the scene, adding that one of the vehicles was destroyed by the blast. Causalities, perpetrators not known. ",0
520,1227RTA,,January 2017,8/1/17,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Military Forces of Somalia (2012-),,1,11,Somalia,Bay,Buur Xakaba,,Buur Xakaba,2.80488,44.08205,1,Local Source Project,A SNAF soldier was shot and killed by his fellow soldier in the middle of Buur Hakaba town. The exact motive behind the killing is not yet clear. No one was arrested in connection to this incident.,1
520,1228RTA,,January 2017,8/1/17,2017,1,Battle-No change of territory,Galmudug Administration Militia,,3,Unidentified Armed Group (Somalia),,3,33,Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.76924,47.43061,1,Local Source Project,Galmudug police forces and a group of unknown militia men exchanged gun fire briefly near Galmudug police station. Reportedly the militias escaped from the area and no casualties were reported.,0
