X,Y,osm_id,name,name_en,is_in_coun,is_in_stat,created_at,updated_at,bb,region,period,date,value
45.4750368081872,4.21284537972469,R1720058,Hiiraan,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"44.5924049999999994,3.2000000000000002,46.4000020000000006,5.4928020000000002",Hiraan,week 7,2/13/2017,23
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 1,1/2/2017,6
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 2,1/9/2017,19
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 3,1/16/2017,0
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 4,1/23/2017,12
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 5,1/30/2017,15
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 6,2/6/2017,17
41.8830238487751,-0.041972007783936,R1720059,Jubbada Hoose,Lower Juba,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"40.9864990000000020,-1.9244319999999999,43.3691069999999996,1.3200000000000001",Lower Juba,week 7,2/13/2017,20
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 1,1/2/2017,18
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 2,1/9/2017,21
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 3,1/16/2017,36
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 4,1/23/2017,23
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 5,1/30/2017,27
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 6,2/6/2017,25
44.3419713693457,1.79194310027824,R1720060,Shabeellaha Hoose,Lower Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"42.9799989999999994,0.5258010000000000,45.3899990000000031,3.2700000000000000",Lower Shabelle,week 7,2/13/2017,33
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 1,1/2/2017,5
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 2,1/9/2017,10
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 3,1/16/2017,6
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 4,1/23/2017,18
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 5,1/30/2017,7
