period,partner,district,site,site_id,latitude,longitude,program,MUAC ,OTP_discharges,other_SFP_returned_defaulters,old_cases_SC_OTP,cured,died,defaulter,non_cured,transfer_SC_OTP,total_beginning_month,total_admissions,total_discharges,total_endmonth,perc_recovered,perc_defaulted
June,HPA,Burco,Dhoqoshay - Settlement,WFP3906,8.51362,45.718,TSFP_PLW,35,0,0,0,30,0,0,1,0,337,35,31,341,97,0
June,RAAS,Garbahaarey,Dhubaa - Settlement,WFP3909,3.08896,42.2837,TSFP_PLW,0,0,0,0,51,0,0,3,0,55,0,54,1,94,0
June,Mercy USA,Buuhoodle,Widhwidh - MCHN,WFP392,8.454123,46.706793,TSFP_PLW,0,0,0,0,0,0,0,0,0,67,0,0,67,0,0
June,Mercy USA,Hobyo,Bacadweyn - TSFP,WFP393,5.32453,47.90805,TSFP_PLW,12,0,0,0,12,0,0,0,0,308,12,12,308,100,0
June,HADO,Iskushuban,Xaafuun - TSFP,WFP396,10.42312,51.26094,TSFP_PLW,11,0,0,0,30,0,0,0,0,200,11,30,181,100,0
June,Mercy USA,Buuhoodle,Balihadhac  - TSFP,WFP40,8.44057,46.84215,TSFP_PLW,1,0,0,0,0,0,0,0,0,87,1,0,88,0,0
June,SRCS,Awdal,Dilla - Settlement,WFP4025,9.77942,43.3445,TSFP_PLW,15,0,0,0,14,0,0,0,0,60,15,14,61,100,0
June,HRDO,Cadaado,Docoley - Settlement,WFP4054,2.57554,45.46053,TSFP_PLW,9,0,0,0,31,0,0,0,0,127,9,31,105,100,0
June,WVI,Garoowe,Xamur - TSFP,WFP406,8.72209,48.74333,TSFP_PLW,10,0,0,0,8,0,0,0,0,27,10,8,29,100,0
June,WVI,Garoowe,Xamxamaa - TSFP,WFP407,8.15768,49.05728,TSFP_PLW,1,0,0,0,4,0,0,0,0,45,1,4,42,100,0
June,GEWDO,Garbahaarey,Doofarey - Settlement,WFP4084,3.31898,42.25413,TSFP_PLW,6,0,0,0,9,0,0,0,0,39,6,9,36,100,0
June,Mercy USA,Cabudwaaq,Herale - TSFP,WFP413,6.02351,45.96333,TSFP_PLW,36,0,0,0,32,0,0,0,0,602,36,32,606,100,0
June,Mercy USA,Buuhoodle,Xidhxidh - TSFP,WFP416,8.37355,46.986236,TSFP_PLW,0,0,0,0,0,0,0,0,0,72,0,0,72,0,0
June,DEH,Hobyo,Xinbarwaqo - TSFP,WFP417,5.1152,48.34835,TSFP_PLW,8,0,0,0,10,0,0,0,0,220,8,10,218,100,0
June,RAWA,Xarardheere,Dumaye - TSFP,WFP420,4.87728,47.61589,TSFP_PLW,82,0,0,0,56,0,5,7,0,351,82,68,365,82,7
June,HADO,Iskushuban,Xiriiro - TSFP,WFP422,9.97824,50.25085,TSFP_PLW,6,0,0,0,16,0,0,0,0,150,6,16,140,100,0
June,Mercy USA,Xudun,Hudun - MCHN,WFP423,9.154231,47.475393,TSFP_PLW,7,0,0,0,0,0,0,0,0,36,7,0,43,0,0
June,HPA,Burco,Duruqsi - Settlement,WFP4251,8.517696,45.461471,TSFP_PLW,3,0,0,0,3,0,0,0,0,294,3,3,294,100,0
June,WVI,Belet Xaawo,Duurey - Settlement,WFP4267,2.95183,43.4108,TSFP_PLW,5,0,0,0,2,0,0,0,0,28,5,2,31,100,0
June,WVI,Burtinle,Bahaley - TSFP,WFP434,7.60802,47.50677,TSFP_PLW,19,0,0,0,9,0,1,0,0,12,19,10,21,90,10
June,WVI,Baki,Baki - TSFP,WFP435,10.2736,43.48375,TSFP_PLW,6,0,0,0,12,0,0,0,0,137,6,12,131,100,0
June,HIDIG,Ceel Barde,Ahmed Korey - TSFP,WFP436,4.88194,44.24083,TSFP_PLW,5,0,3,0,5,0,1,1,0,30,8,7,31,71,14
June,WRRS,Afmadow,afmadow - TSFP,WFP437,0.51486,42.073009,TSFP_PLW,11,0,1,0,0,0,0,0,0,445,12,0,457,0,0
June,SHARDO,Balcad/Warsheikh,balcad - TSFP,WFP438,2.649542,45.049142,TSFP_PLW,115,0,0,0,99,0,0,0,0,343,115,99,359,100,0
June,WVI,Garoowe,22KM - Settlement,WFP439,8.4776,48.65071,TSFP_PLW,0,0,0,0,3,0,0,0,0,30,0,3,27,100,0
June,Swisso-Kalmo,Dhuusamarreeb,Eldhere - Part of town,WFP4413,5.53425,46.38446,TSFP_PLW,15,0,0,0,21,0,0,0,0,162,15,21,156,100,0
June,WVI,Luuq,Ban-Mudule - TSFP,WFP45,3.75773,42.55694,TSFP_PLW,9,0,0,0,0,0,0,0,0,33,9,0,42,0,0
June,WVI,Gebiley,Farwayne - Settlement,WFP4522,9.33158,43.67031,TSFP_PLW,5,0,0,0,8,0,0,0,0,58,5,8,55,100,0
June,Himilo,Kismayo,Farjano - Settlement,WFP4532,7.5654,47.79142,TSFP_PLW,86,0,2,0,81,1,1,2,0,273,88,85,276,95,1
June,Swisso-Kalmo,Dhuusamarreeb,Dhusamareb town - MCHN,WFP47,5.537643,46.386698,TSFP_PLW,38,0,0,0,52,0,0,0,0,484,38,52,470,100,0
June,HEAL ,Hargeysa,ABAARSO  - Settlement,WFP479,9.602462,43.880653,TSFP_PLW,6,0,0,0,3,0,0,0,0,78,6,3,81,100,0
June,SDRO,Gaalkacyo,Bandiradley - TSFP,WFP48,6.47979,46.945358,TSFP_PLW,24,0,0,0,20,0,0,0,0,81,24,20,85,100,0
June,HEAL ,CeelAfweyn,GAR-ADAG  - Settlement,WFP4876,9.487011,46.866926,TSFP_PLW,8,0,0,0,3,0,0,0,0,60,8,3,65,100,0
June,GEWDO,Garbahaarey,Garbaharey - Regional Capital,WFP4990,3.328,42.219879,TSFP_PLW,11,0,0,0,0,0,0,0,0,80,11,0,91,0,0
June,SWISSO-kalmo,Afgooye,Afgooye - TSFP,WFP5,2.14158,45.118698,TSFP_PLW,119,0,0,0,217,0,0,0,0,678,119,217,580,100,0
June,WVI,Baki,Gargaara - Settlement,WFP5018,10.313044,43.805888,TSFP_PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,WVI,Dan Gorayo,Garmaal - Settlement,WFP5028,8.353708,50.186264,TSFP_PLW,10,0,0,0,12,0,0,0,0,36,10,12,34,100,0
June,SCI,Garoowe,Garowe - Regional Capital,WFP5035,8.40635,48.48188,TSFP_PLW,66,0,0,0,119,0,0,0,0,744,66,119,691,100,0
June,SDRA,Gaalkacyo,Garsoor - Settlement,WFP5058,6.766228,47.427875,TSFP_PLW,97,0,0,0,78,0,0,0,0,649,97,78,668,100,0
June,WVI,Gebiley,Gabiley - District Capital,WFP5090,9.70577,43.62497,TSFP_PLW,0,0,0,0,0,0,0,0,0,300,0,0,300,0,0
June,WVI,Baki,Geerisa - Settlement,WFP5143,10.60353,43.43364,TSFP_PLW,3,0,0,0,0,0,0,0,0,29,3,0,32,0,0
June,HRDO,Cadaado,Gidheys - Settlement,WFP5193,9.949355,45.460399,TSFP_PLW,11,0,0,0,31,0,0,0,0,101,11,31,81,100,0
June,HIDIG,Ceel Barde,Abesale - Settlement,WFP526,4.90445,44.5206,TSFP_PLW,6,0,3,0,7,0,0,2,0,63,9,9,63,78,0
June,Mercy USA,Buuhoodle,Banyaal - TSFP,WFP53,8.36836,46.53861,TSFP_PLW,0,0,0,0,0,0,0,0,0,63,0,0,63,0,0
June,WVI,Dan Gorayo,Baqbaq - TSFP,WFP54,7.82861,49.488331,TSFP_PLW,15,0,0,0,10,0,0,1,0,105,15,11,109,91,0
June,WVI,Doolow,Gubatta - Settlement,WFP5422,4.1345,42.21043,TSFP_PLW,6,0,0,0,6,0,0,3,0,14,6,9,11,67,0
June,Mercy USA,Cabudwaaq,Abudwaq - Settlement,WFP556,6.24187,46.22592,TSFP_PLW,65,0,0,0,64,0,0,0,0,1032,65,64,1033,100,0
June,HADO,Caluula,Bareeda - TSFP,WFP56,11.8702,51.05796,TSFP_PLW,8,0,0,0,13,0,0,0,0,150,8,13,145,100,0
June,Mercy USA,Taleex,Hangey - Settlement,WFP5655,9.13004,47.5761,TSFP_PLW,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0
June,SCF,BeletWeyne,Hawotako - Settlement,WFP5766,4.742113,45.214151,TSFP_PLW,20,0,0,0,0,0,0,0,0,250,20,0,270,0,0
June,RAAS,Garbahaarey,Hillamarer - Settlement,WFP5803,3.22728,42.49406,TSFP_PLW,0,0,0,0,57,0,0,3,0,60,0,60,0,95,0
June,SDO,Galdogob,XEROJAALE - Settlement,WFP5827,6.985543,47.187605,TSFP_PLW,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0
