period,partner,district,site,site_id,latitude,longitude,program,MUAC ,OTP_discharges,other_SFP_returned_defaulters,old_cases_SC_OTP,cured,died,defaulter,non_cured,transfer_SC_OTP,total_beginning_month,total_admissions,total_discharges,total_endmonth,perc_recovered,perc_defaulted,perc_non_recovery
April,SDO,Jariiban,CEELXAGAR - TSFP,WFP128,7.4174,49.27849,TSFP_PLW,12,0,0,0,12,0,0,0,0,93,12,12,93,100,0,0
April,WVI,Garowe,Cuun - TSFP,WFP133,8.81879,48.89346,TSFP_PLW,14,0,0,0,7,0,0,0,0,43,14,7,50,100,0,0
April,RAWA,Xarardheere,Dabagalo - TSFP,WFP134,4.9217,47.66523,TSFP_PLW,93,0,0,0,63,0,5,7,0,261,93,75,279,84,7,9
April,SWISSO-kalmo,Dhuusamarreeb,Dabarre - TSFP,WFP135,5.18907,45.91851,TSFP_PLW,18,0,0,0,7,0,0,0,0,62,18,7,73,100,0,0
April,MEDAIR,Afgooye,Dameraale HF - TSFP,WFP137,2.25019,45.131199,TSFP_PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,NEW WAYS ,Baraawe,BARAWE  - District Capital,WFP1389,1.11477,44.03043,TSFP_PLW,176,0,7,0,0,0,0,0,0,0,183,0,183,0,0,0
April,WVI,Baydhaba/Bardaale,Darusalam - TSFP,WFP139,3.117954,43.662952,TSFP_PLW,8,0,0,0,10,0,0,5,0,41,8,15,34,67,0,33
April,Mercy USA,Cabudwaaq,Bangele - TSFP,WFP147,6.15527,46.43626,TSFP_PLW,13,0,0,0,16,0,0,0,0,127,13,16,124,100,0,0
April,Mercy USA,Buuhoodle,Dhalaamo Cune - TSFP,WFP151,8.375667,46.621676,TSFP_PLW,0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,0
April,RAWA,Xarardheere,Dhalwo - TSFP,WFP152,4.5612,47.56813,TSFP_PLW,49,0,0,0,41,0,3,5,0,164,49,49,164,84,6,10
April,SCI,Borama,Boon - Settlement,WFP1535,10.18513,43.0841,TSFP_PLW,41,0,0,0,0,0,0,0,0,266,41,0,307,0,0,0
April,WVI,Eyl,Dhegenle - TSFP,WFP156,7.83003,49.51149,TSFP_PLW,23,0,0,0,20,0,0,0,0,120,23,20,123,100,0,0
April,Mercy USA,Buuhoodle,Dhilaalo - TSFP,WFP157,8.440799,46.464777,TSFP_PLW,3,0,0,0,0,0,0,0,0,64,3,0,67,0,0,0
April,WRRS,Afmadow,dhobley - TSFP,WFP158,0.40627,41.01238,TSFP_PLW,5,0,0,0,4,0,0,1,0,465,5,5,465,80,0,20
April,HADO,Bandarbayla,Dhudhub - TSFP,WFP160,9.22973,49.91697,TSFP_PLW,6,0,0,0,19,0,0,0,0,178,6,19,165,100,0,0
April,Mercy USA,Hobyo,Wisil town  - MCHN,WFP163,5.42775,48.12112,TSFP_PLW,8,0,0,0,3,0,0,0,0,373,8,3,378,100,0,0
April,DHO,Diinsoor,Biilile - Settlement,WFP1639,3.18055,43.41617,TSFP_PLW,27,0,0,0,4,0,0,0,0,22,27,4,45,100,0,0
April,WRRS,Afmadow,dibi - TSFP,WFP165,0.5804,41.1217,TSFP_PLW,1,0,0,0,1,0,0,0,0,19,1,1,19,100,0,0
April,WVI,Eyl,Dillin - TSFP,WFP169,8.25548,49.5762,TSFP_PLW,15,0,0,0,13,0,0,0,0,47,15,13,49,100,0,0
April,SDRO,Gaalkacyo,Docol - TSFP,WFP170,6.432393,47.491112,TSFP_PLW,9,0,0,0,13,0,0,0,0,41,9,13,37,100,0,0
April,HRDO,Cadaado,Biyo-gadud - Settlement,WFP1708,6.30798,46.65501,TSFP_PLW,5,0,0,0,0,0,0,0,0,20,5,0,25,0,0,0
April,SDRO,Gaalkacyo,Docole farale - TSFP,WFP173,6.67026,47.552374,TSFP_PLW,1,0,0,0,1,0,0,0,0,10,1,1,10,100,0,0
April,WVI,Doolow,DollowTown - TSFP,WFP176,4.16358,42.07617,TSFP_PLW,16,0,0,0,13,0,0,0,0,67,16,13,70,100,0,0
April,WVI,BeletXaawo,Booco - Settlement,WFP1779,4.33015,45.39258,TSFP_PLW,3,0,4,0,2,0,0,0,0,16,7,2,21,100,0,0
April,WVI,Garowe,Dudumaale - TSFP,WFP180,8.143998,48.776269,TSFP_PLW,15,0,0,0,2,0,0,0,0,23,15,2,36,100,0,0
April,WVI,Dan Gorayo,Budunbuto - Settlement,WFP1847,7.61778,49.07695,TSFP_PLW,11,0,0,0,10,0,0,1,0,40,11,11,40,91,0,9
April,HEAL ,Ceel Afweyn,Fadhigab  - TSFP,WFP186,9.666649,47.014348,TSFP_PLW,164,0,0,0,0,0,0,0,0,0,164,0,164,0,0,0
April,SWISSO-kalmo,Dhuusamarreeb,Faragoy - TSFP,WFP188,5.466401,46.524527,TSFP_PLW,15,0,0,0,12,0,0,0,0,51,15,12,54,100,0,0
April,WVI,Burtinle,Faratoyo - TSFP,WFP189,7.53474,47.81277,TSFP_PLW,11,0,0,0,8,0,0,1,0,48,11,9,50,89,0,11
April,HIDIG,Belet Weyne/Matabaan,Farlibah - TSFP,WFP190,4.87458,44.86873,TSFP_PLW,179,0,54,0,6,0,1,2,0,220,233,9,444,67,11,22
April,SWISSO-kalmo,Dhuusamarreeb,Gadon - TSFP,WFP194,5.68118,46.683252,TSFP_PLW,23,0,0,0,41,0,0,0,0,252,23,41,234,100,0,0
April,SDO,Jariiban,GALDOGOB - TSFP,WFP195,7.05755,47.13494,TSFP_PLW,17,0,0,0,17,0,0,0,0,320,17,17,320,100,0,0
April,SDRO,Gaalkacyo,Galinsoor - TSFP,WFP196,6.42639,46.70553,TSFP_PLW,5,0,0,0,5,0,0,0,0,19,5,5,19,100,0,0
April,Mercy USA,Laas Caanood,Gambadhe - TSFP,WFP197,8.542969,47.483103,TSFP_PLW,5,0,0,0,0,0,0,0,0,74,5,0,79,0,0,0
April,HADO,Iskushuban,Baargaal - TSFP,WFP20,11.28261,51.07728,TSFP_PLW,9,0,0,0,35,0,0,0,0,200,9,35,174,100,0,0
April,WVI,Doolow,Gedweyne - TSFP,WFP206,4.0302,42.29415,TSFP_PLW,32,0,0,0,6,0,0,0,0,28,32,6,54,100,0,0
April,WVI,Eyl,Godob Adun - TSFP,WFP209,7.6693,49.528099,TSFP_PLW,6,0,0,0,32,0,0,0,0,100,6,32,74,100,0,0
April,Gewdo,Garbahaarey,Buraa - Settlement,WFP2098,3.16962,42.14083,TSFP_PLW,0,0,0,0,57,0,1,2,0,71,0,60,11,95,2,3
April,WVI,Burtinle,Godobyar - TSFP,WFP211,7.72006,47.66395,TSFP_PLW,13,0,0,0,10,0,0,1,0,32,13,11,34,91,0,9
April,WVI,Doolow,Gubatta - TSFP,WFP221,4.1345,42.21043,TSFP_PLW,0,0,0,0,5,0,0,0,0,27,0,5,22,100,0,0
April,HADO,Iskushuban,Gumbax - TSFP,WFP222,10.88443,51.11405,TSFP_PLW,3,0,0,0,10,0,0,0,0,100,3,10,93,100,0,0
April,WVI,Burtinle,Hayaanle - TSFP,WFP236,7.90862,48.06493,TSFP_PLW,20,0,0,0,4,0,0,0,0,28,20,4,44,100,0,0
April,SDRO,Gaalkacyo,Horseed - TSFP,WFP242,3.209623,43.199554,TSFP_PLW,349,0,0,0,41,0,0,7,0,873,349,48,1174,85,0,15
April,WVI,Baydhaba/Bardaale,Howlwadag - TSFP,WFP244,3.11651,43.54367,TSFP_PLW,16,0,0,0,19,0,0,7,0,60,16,26,50,73,0,27
April,Mercy USA,Cabudwaaq,Mirjicley - TSFP,WFP246,5.98116,46.36417,TSFP_PLW,0,0,0,0,10,0,0,0,0,176,0,10,166,100,0,0
April,DHO,Diinsoor,Raahole - Settlement,WFP2490,2.42142,42.928669,TSFP_PLW,24,0,0,0,9,0,3,0,0,18,24,12,30,75,25,0
April,HADO,Iskushuban,Iskushuban - TSFP,WFP250,10.28178,50.23009,TSFP_PLW,7,0,0,0,70,0,0,0,0,312,7,70,249,100,0,0
April,WVI,Burtinle,Jalam - TSFP,WFP252,7.87079,48.04045,TSFP_PLW,19,0,0,0,12,0,0,1,0,150,19,13,156,92,0,8
April,SDO,Jariiban,JARIIBAN - TSFP,WFP257,7.21345,48.85104,TSFP_PLW,0,0,0,0,3,0,0,0,0,333,0,3,330,100,0,0
April,WVI,Eyl,Kabal - TSFP,WFP259,8.073611,49.959598,TSFP_PLW,13,0,0,0,11,0,0,0,0,40,13,11,42,100,0,0
April,WVI,Garowe,Kalabayr - TSFP,WFP261,8.41278,48.486389,TSFP_PLW,91,0,0,0,41,0,0,0,0,146,91,41,196,100,0,0
April,WVI,BeletXaawo,Kalagubta - TSFP,WFP263,3.933108,41.884086,TSFP_PLW,20,0,4,0,3,0,0,0,0,23,24,3,44,100,0,0
April,HEAL ,Ceel Afweyn,Kalsheish - TSFP,WFP266,10.062975,47.204693,TSFP_PLW,108,0,0,0,0,0,0,0,0,0,108,0,108,0,0,0
April,HEAL ,Ceel Afweyn,Badhigalis  - TSFP,WFP27,9.97234,47.29558,TSFP_PLW,64,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0
April,HEAL ,Ceel Afweyn,LASDOMERE - TSFP,WFP270,9.81422,46.71377,TSFP_PLW,162,0,0,0,0,0,0,0,0,0,162,0,162,0,0,0
April,WVI,BeletXaawo,Lebiraar - TSFP,WFP275,3.73163,41.97727,TSFP_PLW,3,0,4,0,4,0,0,0,0,32,7,4,35,100,0,0
April,WVI,Dan Gorayo,Libaaxo - TSFP,WFP276,8.59308,49.19365,TSFP_PLW,8,0,0,0,8,0,0,0,0,35,8,8,35,100,0,0
April,WVI,Luuq,Luq Godey - TSFP,WFP279,3.79704,42.55408,TSFP_PLW,0,0,0,0,43,0,0,0,0,61,0,43,18,100,0,0
April,Mercy USA,Cabudwaaq,Hurshe - TSFP,WFP28,6.2102,46.42169,TSFP_PLW,11,0,0,0,11,0,0,0,0,160,11,11,160,100,0,0
April,WVI,Burtinle,Magacley - TSFP,WFP283,9.0875,49.585602,TSFP_PLW,0,0,0,0,30,0,0,1,0,50,0,31,19,97,0,3
April,WVI,Luuq,Maganey - TSFP,WFP284,3.7095,42.52007,TSFP_PLW,5,0,0,0,0,0,0,0,0,57,5,0,62,0,0,0
April,WVI,Eyl,Maraya - TSFP,WFP287,8.3206,50.16414,TSFP_PLW,17,0,0,0,15,0,0,0,0,67,17,15,69,100,0,0
April,SWISSO-kalmo,Dhuusamarreeb,Marergur - TSFP,WFP288,5.75047,46.51312,TSFP_PLW,23,0,0,0,14,0,0,0,0,183,23,14,192,100,0,0
April,SWISSO-kalmo,Marka,Marka - TSFP,WFP291,1.71305,44.76388,TSFP_PLW,445,0,0,0,217,0,0,0,0,652,445,217,880,100,0,0
April,RAWA,Xarardheere,Camara - TSFP,WFP300,5.11431,47.93026,TSFP_PLW,197,0,0,0,126,0,12,16,0,529,197,154,572,82,8,10
April,HEAL ,Ceel Afweyn,CEL-AFWEIN  - District Capital,WFP3011,9.92761,47.21537,TSFP_PLW,64,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0
April,EPHCO,Ceel Barde,Ceeel Barde - District Capital,WFP3018,4.82821,43.659931,TSFP_PLW,10,0,4,0,0,0,0,0,0,51,14,0,65,0,0,0
April,SWISSO-kalmo,Dhuusamarreeb,Mirig - TSFP,WFP302,5.66243,46.42292,TSFP_PLW,28,0,0,0,4,0,0,0,0,70,28,4,94,100,0,0
April,Mercy USA,Cabudwaaq,Balanbale - TSFP,WFP303,5.68895,45.96932,TSFP_PLW,0,0,0,0,10,0,0,0,0,268,0,10,258,100,0,0
April,HADO,Caluula,Muudiye - TSFP,WFP307,11.35455,50.67907,TSFP_PLW,9,0,0,0,20,0,0,0,0,150,9,20,139,100,0,0
April,WVI,BeletXaawo,Oda - TSFP,WFP309,3.984213,41.937835,TSFP_PLW,32,0,3,0,3,0,0,0,0,14,35,3,46,100,0,0
