period,partner,district,site,site_id,latitude,longitude,program,MUAC ,OTP_discharges,other_SFP_returned_defaulters,old_cases_SC_OTP,cured,died,defaulter,non_cured,transfer_SC_OTP,total_beginning_month,total_admissions,total_discharges,total_endmonth,perc_recovered,perc_defaulted,perc_non_recovery
April,WVI,Dan Gorayo,Suuj - Settlement,WFP9044,8.68593,50.36265,TSFP_U5,18,0,0,0,18,0,0,0,0,80,18,18,80,100,0,0
April,Mercy USA,Cabudwaaq,Tawakal - Settlement,WFP9092,4.88902,45.04633,TSFP_U5,14,0,0,0,18,0,0,0,0,278,14,18,274,100,0,0
April,HRDO,Cadaado,Bahdo - TSFP,WFP93,5.78938,47.2258,TSFP_U5,155,0,0,0,121,0,0,0,0,1596,155,121,1630,100,0,0
April,WVI,Dan Gorayo,Usgure - Settlement,WFP9344,7.518322,49.416017,TSFP_U5,37,0,0,0,35,2,0,1,0,180,37,38,179,92,0,0
April,HRDO,Cadaado,Wad - Settlement,WFP9422,6.34234,46.79284,TSFP_U5,23,0,0,0,0,0,0,0,0,54,23,0,77,0,0,0
April,WVI,Gebiley,Wajaale - Settlement,WFP9432,9.60272,43.33481,TSFP_U5,441,0,2,0,53,0,0,2,0,251,443,55,639,96,0,0
April,HRDO,Cadaado,Cadaado - TSFP,WFP95,6.131423,46.625464,TSFP_U5,110,0,0,0,145,0,0,0,0,1731,110,145,1696,100,0,0
April,Mercy USA,Hobyo,Wargalo - Settlement,WFP9584,6.26335,47.5202,TSFP_U5,24,0,0,0,4,0,0,0,0,120,24,4,140,100,0,0
April,WVI,BeletXaawo,Wariiryale - Settlement,WFP9598,3.90174,41.95904,TSFP_U5,39,3,2,0,21,0,0,3,3,125,44,27,142,78,0,0
April,SHARDO,Cadale,CADALE - TSFP,WFP96,2.7568,46.319,TSFP_U5,342,0,0,0,626,0,0,0,0,789,342,626,505,100,0,0
April,RAWA,Xarardheere,Warshubo - Settlement,WFP9623,5.132,47.432499,TSFP_U5,83,0,0,0,32,0,2,4,1,265,83,39,309,82,5,0
April,Mercy USA,Taleex,Xalin  - Settlement,WFP9705,9.10633,48.6392,TSFP_U5,0,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0
