Indicator,Region,RegionID,District,DistrictID,Date,Value,period
Sorghum,Mudug,R1720063,Xarardheere,R1720139,10/1/2016,0,October 2016
Sorghum,Galgaduud,R1720056,Dhuusamarreeb,R1720100,10/1/2016,16000,October 2016
Sorghum,Galgaduud,R1720056,Cabudwaaq,R1720090,10/1/2016,14800,October 2016
Sorghum,Galgaduud,R1720056,Cadaado,R1720091,10/1/2016,0,October 2016
Sorghum,Galgaduud,R1720056,Ceel Buur,R1720097,10/1/2016,0,October 2016
Sorghum,Galgaduud,R1720056,Ceel Dheer,R1720098,10/1/2016,9000,October 2016
Sorghum,Hiraan,R1720058,Belet Weyne,R1720079,10/1/2016,13000,October 2016
Sorghum,Hiraan,R1720058,Bulo Burto,R1720085,10/1/2016,12800,October 2016
Sorghum,Hiraan,R1720058,Jalalaqsi,R1720113,10/1/2016,0,October 2016
Sorghum,Shabelle Dhexe,R1720062,Jowhar,R1720117,10/1/2016,6000,October 2016
Sorghum,Shabelle Dhexe,R1720062,Adan Yabaal,R1720069,10/1/2016,12000,October 2016
Sorghum,Shabelle Dhexe,R1720062,Balcad,R1720076,10/1/2016,0,October 2016
Sorghum,Shabelle Dhexe,R1720062,Cadale,R1720092,10/1/2016,0,October 2016
Sorghum,Banadir,R1720053,Mogadishu,R1720125,10/1/2016,6600,October 2016
Sorghum,Shabelle Hoose,R1720060,Marka,R1720124,10/1/2016,0,October 2016
Sorghum,Shabelle Hoose,R1720060,Afgooye,R1720070,10/1/2016,7000,October 2016
Sorghum,Shabelle Hoose,R1720060,Baraawe,R1720078,10/1/2016,0,October 2016
Sorghum,Shabelle Hoose,R1720060,Kurtunwaarey,R1720119,10/1/2016,0,October 2016
Sorghum,Shabelle Hoose,R1720060,Qoryooley,R1720130,10/1/2016,7500,October 2016
Sorghum,Shabelle Hoose,R1720060,Sablaale,R1720133,10/1/2016,0,October 2016
Sorghum,Shabelle Hoose,R1720060,Wanla Weyn,R1720138,10/1/2016,5555,October 2016
Sorghum,Bay,R1720055,Baydhaba,R1720074,10/1/2016,5525,October 2016
Sorghum,Bay,R1720055,Buur Hakaba,R1720089,10/1/2016,0,October 2016
Sorghum,Bay,R1720055,Diinsoor,R1720101,10/1/2016,5900,October 2016
Sorghum,Bay,R1720055,Qansax Dheere,R1720128,10/1/2016,5000,October 2016
Sorghum,Bakool,R1720052,Xudur,R1720141,10/1/2016,12000,October 2016
Sorghum,Bakool,R1720052,Ceel Barde,R1720096,10/1/2016,10000,October 2016
Sorghum,Bakool,R1720052,Tayeeglow,R1720136,10/1/2016,0,October 2016
Sorghum,Bakool,R1720052,Waajid,R1720137,10/1/2016,7000,October 2016
Sorghum,Bakool,R1720052,Rab Dhuure,R1720131,10/1/2016,0,October 2016
Sorghum,Gedo,R1720057,Garbahaarey,R1720108,10/1/2016,0,October 2016
Sorghum,Gedo,R1720057,Baardheere,R1720072,10/1/2016,9800,October 2016
Sorghum,Gedo,R1720057,Belet Xaawo,R1720080,10/1/2016,14000,October 2016
Sorghum,Gedo,R1720057,Ceel Waaq,R1720103,10/1/2016,11000,October 2016
Sorghum,Gedo,R1720057,Doolow,R1720102,10/1/2016,0,October 2016
Sorghum,Gedo,R1720057,Luuq,R1720123,10/1/2016,12400,October 2016
Sorghum,Juba Dhexe,R1720061,Bu'aale,R1720084,10/1/2016,0,October 2016
Sorghum,Juba Dhexe,R1720061,Jilib,R1720116,10/1/2016,0,October 2016
Sorghum,Juba Dhexe,R1720061,Saakow,R1720132,10/1/2016,0,October 2016
Sorghum,Juba Hoose,R1720059,Kismaayo,R1720118,10/1/2016,0,October 2016
Sorghum,Juba Hoose,R1720059,Afmadow,R1720071,10/1/2016,9000,October 2016
Sorghum,Juba Hoose,R1720059,Badhaadhe,R1720073,10/1/2016,0,October 2016
Sorghum,Juba Hoose,R1720059,Jamaame,R1720114,10/1/2016,0,October 2016
Sorghum,Awdal,R1720051,Borama,R1720082,11/1/2016,3000,November 2016
Sorghum,Awdal,R1720051,Baki,R1720075,11/1/2016,0,November 2016
Sorghum,Awdal,R1720051,Lughaye,R1720122,11/1/2016,0,November 2016
Sorghum,Awdal,R1720051,Zeylac,R1720142,11/1/2016,6000,November 2016
Sorghum,Woqooyi Galbeed,R1720068,Hargeysa,R1720110,11/1/2016,4000,November 2016
Sorghum,Woqooyi Galbeed,R1720068,Berbera,R1720081,11/1/2016,0,November 2016
Sorghum,Woqooyi Galbeed,R1720068,Gebiley,R1720105,11/1/2016,3800,November 2016
Sorghum,Togdheer,R1720067,Burco,R1720086,11/1/2016,4500,November 2016
Sorghum,Togdheer,R1720067,Buuhoodle,R1720088,11/1/2016,0,November 2016
Sorghum,Togdheer,R1720067,Owdweyne,R1720126,11/1/2016,0,November 2016
Sorghum,Togdheer,R1720067,Sheikh,R1720134,11/1/2016,0,November 2016
Sorghum,Sool,R1720066,Laas Caanood,R1720120,11/1/2016,0,November 2016
Sorghum,Sool,R1720066,Caynabo,R1720094,11/1/2016,0,November 2016
Sorghum,Sool,R1720066,Taleex,R1720135,11/1/2016,0,November 2016
Sorghum,Sool,R1720066,Xudun,R1720140,11/1/2016,0,November 2016
Sorghum,Sanaag,R1720065,Ceerigaabo,R1720099,11/1/2016,0,November 2016
Sorghum,Sanaag,R1720065,Ceel Afweyn,R1720095,11/1/2016,0,November 2016
Sorghum,Sanaag,R1720065,Laasqoray,R1720121,11/1/2016,0,November 2016
Sorghum,Bari,R1720054,Bossaso,R1720083,11/1/2016,22000,November 2016
Sorghum,Bari,R1720054,Bandarbeyla,R1720077,11/1/2016,0,November 2016
Sorghum,Bari,R1720054,Caluula,R1720093,11/1/2016,0,November 2016
Sorghum,Bari,R1720054,Iskushuban,R1720112,11/1/2016,0,November 2016
Sorghum,Bari,R1720054,Qandala,R1720127,11/1/2016,0,November 2016
Sorghum,Bari,R1720054,Qardho,R1720129,11/1/2016,0,November 2016
Sorghum,Nugaal,R1720064,Garoowe,R1720109,11/1/2016,27500,November 2016
Sorghum,Nugaal,R1720064,Burtinle,R1720087,11/1/2016,0,November 2016
Sorghum,Nugaal,R1720064,Eyl,R1720104,11/1/2016,0,November 2016
Sorghum,Mudug,R1720063,Gaalkacyo,R1720107,11/1/2016,15000,November 2016
Sorghum,Mudug,R1720063,Galdogob,R1720106,11/1/2016,0,November 2016
Sorghum,Mudug,R1720063,Hobyo,R1720111,11/1/2016,0,November 2016
Sorghum,Mudug,R1720063,Jariiban,R1720115,11/1/2016,0,November 2016
Sorghum,Mudug,R1720063,Xarardheere,R1720139,11/1/2016,0,November 2016
Sorghum,Galgaduud,R1720056,Dhuusamarreeb,R1720100,11/1/2016,16750,November 2016
Sorghum,Galgaduud,R1720056,Cabudwaaq,R1720090,11/1/2016,17500,November 2016
Sorghum,Galgaduud,R1720056,Cadaado,R1720091,11/1/2016,0,November 2016
Sorghum,Galgaduud,R1720056,Ceel Buur,R1720097,11/1/2016,0,November 2016
Sorghum,Galgaduud,R1720056,Ceel Dheer,R1720098,11/1/2016,9750,November 2016
Sorghum,Hiraan,R1720058,Belet Weyne,R1720079,11/1/2016,14500,November 2016
Sorghum,Hiraan,R1720058,Bulo Burto,R1720085,11/1/2016,14750,November 2016
Sorghum,Hiraan,R1720058,Jalalaqsi,R1720113,11/1/2016,0,November 2016
Sorghum,Shabelle Dhexe,R1720062,Jowhar,R1720117,11/1/2016,6750,November 2016
Sorghum,Shabelle Dhexe,R1720062,Adan Yabaal,R1720069,11/1/2016,12000,November 2016
Sorghum,Shabelle Dhexe,R1720062,Balcad,R1720076,11/1/2016,0,November 2016
Sorghum,Shabelle Dhexe,R1720062,Cadale,R1720092,11/1/2016,0,November 2016
Sorghum,Banadir,R1720053,Mogadishu,R1720125,11/1/2016,7725,November 2016
Sorghum,Shabelle Hoose,R1720060,Marka,R1720124,11/1/2016,0,November 2016
Sorghum,Shabelle Hoose,R1720060,Afgooye,R1720070,11/1/2016,7834,November 2016
Sorghum,Shabelle Hoose,R1720060,Baraawe,R1720078,11/1/2016,0,November 2016
Sorghum,Shabelle Hoose,R1720060,Kurtunwaarey,R1720119,11/1/2016,0,November 2016
Sorghum,Shabelle Hoose,R1720060,Qoryooley,R1720130,11/1/2016,8750,November 2016
Sorghum,Shabelle Hoose,R1720060,Sablaale,R1720133,11/1/2016,0,November 2016
Sorghum,Shabelle Hoose,R1720060,Wanla Weyn,R1720138,11/1/2016,0,November 2016
Sorghum,Bay,R1720055,Baydhaba,R1720074,11/1/2016,8225,November 2016
Sorghum,Bay,R1720055,Buur Hakaba,R1720089,11/1/2016,0,November 2016
Sorghum,Bay,R1720055,Diinsoor,R1720101,11/1/2016,7250,November 2016
Sorghum,Bay,R1720055,Qansax Dheere,R1720128,11/1/2016,5750,November 2016
Sorghum,Bakool,R1720052,Xudur,R1720141,11/1/2016,13125,November 2016
Sorghum,Bakool,R1720052,Ceel Barde,R1720096,11/1/2016,11000,November 2016
Sorghum,Bakool,R1720052,Tayeeglow,R1720136,11/1/2016,0,November 2016
Sorghum,Bakool,R1720052,Waajid,R1720137,11/1/2016,9250,November 2016
Sorghum,Bakool,R1720052,Rab Dhuure,R1720131,11/1/2016,0,November 2016
Sorghum,Gedo,R1720057,Garbahaarey,R1720108,11/1/2016,0,November 2016
Sorghum,Gedo,R1720057,Baardheere,R1720072,11/1/2016,11000,November 2016
Sorghum,Gedo,R1720057,Belet Xaawo,R1720080,11/1/2016,15000,November 2016
Sorghum,Gedo,R1720057,Ceel Waaq,R1720103,11/1/2016,12000,November 2016
Sorghum,Gedo,R1720057,Doolow,R1720102,11/1/2016,0,November 2016
Sorghum,Gedo,R1720057,Luuq,R1720123,11/1/2016,13000,November 2016
Sorghum,Juba Dhexe,R1720061,Bu'aale,R1720084,11/1/2016,0,November 2016
Sorghum,Juba Dhexe,R1720061,Jilib,R1720116,11/1/2016,0,November 2016
Sorghum,Juba Dhexe,R1720061,Saakow,R1720132,11/1/2016,0,November 2016
Sorghum,Juba Hoose,R1720059,Kismaayo,R1720118,11/1/2016,0,November 2016
Sorghum,Juba Hoose,R1720059,Afmadow,R1720071,11/1/2016,0,November 2016
Sorghum,Juba Hoose,R1720059,Badhaadhe,R1720073,11/1/2016,0,November 2016
Sorghum,Juba Hoose,R1720059,Jamaame,R1720114,11/1/2016,0,November 2016
Sorghum,Awdal,R1720051,Borama,R1720082,12/1/2016,3000,December 2016
Sorghum,Awdal,R1720051,Baki,R1720075,12/1/2016,0,December 2016
Sorghum,Awdal,R1720051,Lughaye,R1720122,12/1/2016,3000,December 2016
Sorghum,Awdal,R1720051,Zeylac,R1720142,12/1/2016,7000,December 2016
Sorghum,Woqooyi Galbeed,R1720068,Hargeysa,R1720110,12/1/2016,4000,December 2016
Sorghum,Woqooyi Galbeed,R1720068,Berbera,R1720081,12/1/2016,0,December 2016
Sorghum,Woqooyi Galbeed,R1720068,Gebiley,R1720105,12/1/2016,3500,December 2016
Sorghum,Togdheer,R1720067,Burco,R1720086,12/1/2016,4500,December 2016
Sorghum,Togdheer,R1720067,Buuhoodle,R1720088,12/1/2016,0,December 2016
Sorghum,Togdheer,R1720067,Owdweyne,R1720126,12/1/2016,0,December 2016
Sorghum,Togdheer,R1720067,Sheikh,R1720134,12/1/2016,0,December 2016
Sorghum,Sool,R1720066,Laas Caanood,R1720120,12/1/2016,0,December 2016
Sorghum,Sool,R1720066,Caynabo,R1720094,12/1/2016,0,December 2016
Sorghum,Sool,R1720066,Taleex,R1720135,12/1/2016,0,December 2016
Sorghum,Sool,R1720066,Xudun,R1720140,12/1/2016,20000,December 2016
Sorghum,Sanaag,R1720065,Ceerigaabo,R1720099,12/1/2016,0,December 2016
Sorghum,Sanaag,R1720065,Ceel Afweyn,R1720095,12/1/2016,17250,December 2016
Sorghum,Sanaag,R1720065,Laasqoray,R1720121,12/1/2016,0,December 2016
Sorghum,Bari,R1720054,Bossaso,R1720083,12/1/2016,23500,December 2016
Sorghum,Bari,R1720054,Bandarbeyla,R1720077,12/1/2016,0,December 2016
Sorghum,Bari,R1720054,Caluula,R1720093,12/1/2016,0,December 2016
Sorghum,Bari,R1720054,Iskushuban,R1720112,12/1/2016,0,December 2016
Sorghum,Bari,R1720054,Qandala,R1720127,12/1/2016,0,December 2016
Sorghum,Bari,R1720054,Qardho,R1720129,12/1/2016,0,December 2016
Sorghum,Nugaal,R1720064,Garoowe,R1720109,12/1/2016,27500,December 2016
Sorghum,Nugaal,R1720064,Burtinle,R1720087,12/1/2016,26000,December 2016
Sorghum,Nugaal,R1720064,Eyl,R1720104,12/1/2016,30000,December 2016
Sorghum,Mudug,R1720063,Gaalkacyo,R1720107,12/1/2016,15000,December 2016
Sorghum,Mudug,R1720063,Galdogob,R1720106,12/1/2016,0,December 2016
Sorghum,Mudug,R1720063,Hobyo,R1720111,12/1/2016,20000,December 2016
Sorghum,Mudug,R1720063,Jariiban,R1720115,12/1/2016,26000,December 2016
Sorghum,Mudug,R1720063,Xarardheere,R1720139,12/1/2016,13000,December 2016
Sorghum,Galgaduud,R1720056,Dhuusamarreeb,R1720100,12/1/2016,16750,December 2016
Sorghum,Galgaduud,R1720056,Cabudwaaq,R1720090,12/1/2016,17500,December 2016
Sorghum,Galgaduud,R1720056,Cadaado,R1720091,12/1/2016,0,December 2016
Sorghum,Galgaduud,R1720056,Ceel Buur,R1720097,12/1/2016,0,December 2016
Sorghum,Galgaduud,R1720056,Ceel Dheer,R1720098,12/1/2016,10000,December 2016
Sorghum,Hiraan,R1720058,Belet Weyne,R1720079,12/1/2016,16500,December 2016
Sorghum,Hiraan,R1720058,Bulo Burto,R1720085,12/1/2016,14000,December 2016
Sorghum,Hiraan,R1720058,Jalalaqsi,R1720113,12/1/2016,14000,December 2016
Sorghum,Shabelle Dhexe,R1720062,Jowhar,R1720117,12/1/2016,6000,December 2016
Sorghum,Shabelle Dhexe,R1720062,Adan Yabaal,R1720069,12/1/2016,14000,December 2016
Sorghum,Shabelle Dhexe,R1720062,Balcad,R1720076,12/1/2016,7000,December 2016
Sorghum,Shabelle Dhexe,R1720062,Cadale,R1720092,12/1/2016,0,December 2016
Sorghum,Banadir,R1720053,Mogadishu,R1720125,12/1/2016,9300,December 2016
Sorghum,Shabelle Hoose,R1720060,Marka,R1720124,12/1/2016,10666,December 2016
Sorghum,Shabelle Hoose,R1720060,Afgooye,R1720070,12/1/2016,10334,December 2016
Sorghum,Shabelle Hoose,R1720060,Baraawe,R1720078,12/1/2016,6900,December 2016
Sorghum,Shabelle Hoose,R1720060,Kurtunwaarey,R1720119,12/1/2016,0,December 2016
Sorghum,Shabelle Hoose,R1720060,Qoryooley,R1720130,12/1/2016,8250,December 2016
Sorghum,Shabelle Hoose,R1720060,Sablaale,R1720133,12/1/2016,0,December 2016
Sorghum,Shabelle Hoose,R1720060,Wanla Weyn,R1720138,12/1/2016,9333,December 2016
Sorghum,Bay,R1720055,Baydhaba,R1720074,12/1/2016,9500,December 2016
Sorghum,Bay,R1720055,Buur Hakaba,R1720089,12/1/2016,7000,December 2016
Sorghum,Bay,R1720055,Diinsoor,R1720101,12/1/2016,9300,December 2016
Sorghum,Bay,R1720055,Qansax Dheere,R1720128,12/1/2016,7000,December 2016
Sorghum,Bakool,R1720052,Xudur,R1720141,12/1/2016,17625,December 2016
Sorghum,Bakool,R1720052,Ceel Barde,R1720096,12/1/2016,0,December 2016
Sorghum,Bakool,R1720052,Tayeeglow,R1720136,12/1/2016,8000,December 2016
Sorghum,Bakool,R1720052,Waajid,R1720137,12/1/2016,11000,December 2016
Sorghum,Bakool,R1720052,Rab Dhuure,R1720131,12/1/2016,0,December 2016
Sorghum,Gedo,R1720057,Garbahaarey,R1720108,12/1/2016,0,December 2016
Sorghum,Gedo,R1720057,Baardheere,R1720072,12/1/2016,11000,December 2016
Sorghum,Gedo,R1720057,Belet Xaawo,R1720080,12/1/2016,15000,December 2016
Sorghum,Gedo,R1720057,Ceel Waaq,R1720103,12/1/2016,12000,December 2016
Sorghum,Gedo,R1720057,Doolow,R1720102,12/1/2016,0,December 2016
Sorghum,Gedo,R1720057,Luuq,R1720123,12/1/2016,13000,December 2016
Sorghum,Juba Dhexe,R1720061,Bu'aale,R1720084,12/1/2016,0,December 2016
Sorghum,Juba Dhexe,R1720061,Jilib,R1720116,12/1/2016,0,December 2016
Sorghum,Juba Dhexe,R1720061,Saakow,R1720132,12/1/2016,0,December 2016
Sorghum,Juba Hoose,R1720059,Kismaayo,R1720118,12/1/2016,0,December 2016
Sorghum,Juba Hoose,R1720059,Afmadow,R1720071,12/1/2016,10700,December 2016
Sorghum,Juba Hoose,R1720059,Badhaadhe,R1720073,12/1/2016,0,December 2016
Sorghum,Juba Hoose,R1720059,Jamaame,R1720114,12/1/2016,0,December 2016
Sorghum,Awdal,R1720051,Borama,R1720082,1/1/2017,3000,January 2017
Sorghum,Awdal,R1720051,Baki,R1720075,1/1/2017,0,January 2017
Sorghum,Awdal,R1720051,Lughaye,R1720122,1/1/2017,3000,January 2017
Sorghum,Awdal,R1720051,Zeylac,R1720142,1/1/2017,6250,January 2017
Sorghum,Woqooyi Galbeed,R1720068,Hargeysa,R1720110,1/1/2017,4000,January 2017
Sorghum,Woqooyi Galbeed,R1720068,Berbera,R1720081,1/1/2017,0,January 2017
Sorghum,Woqooyi Galbeed,R1720068,Gebiley,R1720105,1/1/2017,4500,January 2017
Sorghum,Togdheer,R1720067,Burco,R1720086,1/1/2017,4500,January 2017
Sorghum,Togdheer,R1720067,Buuhoodle,R1720088,1/1/2017,0,January 2017
Sorghum,Togdheer,R1720067,Owdweyne,R1720126,1/1/2017,0,January 2017
Sorghum,Togdheer,R1720067,Sheikh,R1720134,1/1/2017,0,January 2017
Sorghum,Sool,R1720066,Laas Caanood,R1720120,1/1/2017,0,January 2017
Sorghum,Sool,R1720066,Caynabo,R1720094,1/1/2017,0,January 2017
Sorghum,Sool,R1720066,Taleex,R1720135,1/1/2017,0,January 2017
Sorghum,Sool,R1720066,Xudun,R1720140,1/1/2017,19000,January 2017
Sorghum,Sanaag,R1720065,Ceerigaabo,R1720099,1/1/2017,0,January 2017
Sorghum,Sanaag,R1720065,Ceel Afweyn,R1720095,1/1/2017,16400,January 2017
Sorghum,Sanaag,R1720065,Laasqoray,R1720121,1/1/2017,0,January 2017
Sorghum,Bari,R1720054,Bossaso,R1720083,1/1/2017,22800,January 2017
Sorghum,Bari,R1720054,Bandarbeyla,R1720077,1/1/2017,0,January 2017
Sorghum,Bari,R1720054,Caluula,R1720093,1/1/2017,0,January 2017
Sorghum,Bari,R1720054,Iskushuban,R1720112,1/1/2017,0,January 2017
Sorghum,Bari,R1720054,Qandala,R1720127,1/1/2017,0,January 2017
Sorghum,Bari,R1720054,Qardho,R1720129,1/1/2017,0,January 2017
Sorghum,Nugaal,R1720064,Garoowe,R1720109,1/1/2017,28000,January 2017
Sorghum,Nugaal,R1720064,Burtinle,R1720087,1/1/2017,27000,January 2017
Sorghum,Nugaal,R1720064,Eyl,R1720104,1/1/2017,30000,January 2017
Sorghum,Mudug,R1720063,Gaalkacyo,R1720107,1/1/2017,15000,January 2017
Sorghum,Mudug,R1720063,Galdogob,R1720106,1/1/2017,0,January 2017
Sorghum,Mudug,R1720063,Hobyo,R1720111,1/1/2017,20000,January 2017
Sorghum,Mudug,R1720063,Jariiban,R1720115,1/1/2017,26000,January 2017
Sorghum,Mudug,R1720063,Xarardheere,R1720139,1/1/2017,13000,January 2017
Sorghum,Galgaduud,R1720056,Dhuusamarreeb,R1720100,1/1/2017,0,January 2017
Sorghum,Galgaduud,R1720056,Cabudwaaq,R1720090,1/1/2017,0,January 2017
Sorghum,Galgaduud,R1720056,Cadaado,R1720091,1/1/2017,0,January 2017
Sorghum,Galgaduud,R1720056,Ceel Buur,R1720097,1/1/2017,0,January 2017
Sorghum,Galgaduud,R1720056,Ceel Dheer,R1720098,1/1/2017,11000,January 2017
Sorghum,Hiraan,R1720058,Belet Weyne,R1720079,1/1/2017,17000,January 2017
Sorghum,Hiraan,R1720058,Bulo Burto,R1720085,1/1/2017,14800,January 2017
Sorghum,Hiraan,R1720058,Jalalaqsi,R1720113,1/1/2017,14000,January 2017
Sorghum,Shabelle Dhexe,R1720062,Jowhar,R1720117,1/1/2017,8000,January 2017
Sorghum,Shabelle Dhexe,R1720062,Adan Yabaal,R1720069,1/1/2017,14250,January 2017
Sorghum,Shabelle Dhexe,R1720062,Balcad,R1720076,1/1/2017,8000,January 2017
Sorghum,Shabelle Dhexe,R1720062,Cadale,R1720092,1/1/2017,16000,January 2017
Sorghum,Banadir,R1720053,Mogadishu,R1720125,1/1/2017,11460,January 2017
Sorghum,Shabelle Hoose,R1720060,Marka,R1720124,1/1/2017,11800,January 2017
Sorghum,Shabelle Hoose,R1720060,Afgooye,R1720070,1/1/2017,11667,January 2017
Sorghum,Shabelle Hoose,R1720060,Baraawe,R1720078,1/1/2017,8875,January 2017
Sorghum,Shabelle Hoose,R1720060,Kurtunwaarey,R1720119,1/1/2017,0,January 2017
Sorghum,Shabelle Hoose,R1720060,Qoryooley,R1720130,1/1/2017,10625,January 2017
Sorghum,Shabelle Hoose,R1720060,Sablaale,R1720133,1/1/2017,0,January 2017
Sorghum,Shabelle Hoose,R1720060,Wanla Weyn,R1720138,1/1/2017,8000,January 2017
Sorghum,Bay,R1720055,Baydhaba,R1720074,1/1/2017,9640,January 2017
Sorghum,Bay,R1720055,Buur Hakaba,R1720089,1/1/2017,6600,January 2017
Sorghum,Bay,R1720055,Diinsoor,R1720101,1/1/2017,8120,January 2017
Sorghum,Bay,R1720055,Qansax Dheere,R1720128,1/1/2017,7000,January 2017
Sorghum,Bakool,R1720052,Xudur,R1720141,1/1/2017,17100,January 2017
Sorghum,Bakool,R1720052,Ceel Barde,R1720096,1/1/2017,0,January 2017
Sorghum,Bakool,R1720052,Tayeeglow,R1720136,1/1/2017,9000,January 2017
Sorghum,Bakool,R1720052,Waajid,R1720137,1/1/2017,11300,January 2017
Sorghum,Bakool,R1720052,Rab Dhuure,R1720131,1/1/2017,0,January 2017
Sorghum,Gedo,R1720057,Garbahaarey,R1720108,1/1/2017,0,January 2017
Sorghum,Gedo,R1720057,Baardheere,R1720072,1/1/2017,11600,January 2017
Sorghum,Gedo,R1720057,Belet Xaawo,R1720080,1/1/2017,15000,January 2017
Sorghum,Gedo,R1720057,Ceel Waaq,R1720103,1/1/2017,13000,January 2017
Sorghum,Gedo,R1720057,Doolow,R1720102,1/1/2017,0,January 2017
Sorghum,Gedo,R1720057,Luuq,R1720123,1/1/2017,13000,January 2017
Sorghum,Juba Dhexe,R1720061,Bu'aale,R1720084,1/1/2017,9100,January 2017
Sorghum,Juba Dhexe,R1720061,Jilib,R1720116,1/1/2017,0,January 2017
Sorghum,Juba Dhexe,R1720061,Saakow,R1720132,1/1/2017,9150,January 2017
Sorghum,Juba Hoose,R1720059,Kismaayo,R1720118,1/1/2017,0,January 2017
Sorghum,Juba Hoose,R1720059,Afmadow,R1720071,1/1/2017,7000,January 2017
Sorghum,Juba Hoose,R1720059,Badhaadhe,R1720073,1/1/2017,0,January 2017
Sorghum,Juba Hoose,R1720059,Jamaame,R1720114,1/1/2017,0,January 2017
Sorghum,Awdal,R1720051,Borama,R1720082,2/1/2017,3200,February 2017
Sorghum,Awdal,R1720051,Baki,R1720075,2/1/2017,0,February 2017
Sorghum,Awdal,R1720051,Lughaye,R1720122,2/1/2017,3500,February 2017
Sorghum,Awdal,R1720051,Zeylac,R1720142,2/1/2017,6250,February 2017
Sorghum,Woqooyi Galbeed,R1720068,Hargeysa,R1720110,2/1/2017,4500,February 2017
Sorghum,Woqooyi Galbeed,R1720068,Berbera,R1720081,2/1/2017,0,February 2017
Sorghum,Woqooyi Galbeed,R1720068,Gebiley,R1720105,2/1/2017,4000,February 2017
Sorghum,Togdheer,R1720067,Burco,R1720086,2/1/2017,4500,February 2017
Sorghum,Togdheer,R1720067,Buuhoodle,R1720088,2/1/2017,0,February 2017
Sorghum,Togdheer,R1720067,Owdweyne,R1720126,2/1/2017,0,February 2017
Sorghum,Togdheer,R1720067,Sheikh,R1720134,2/1/2017,0,February 2017
Sorghum,Sool,R1720066,Laas Caanood,R1720120,2/1/2017,0,February 2017
Sorghum,Sool,R1720066,Caynabo,R1720094,2/1/2017,0,February 2017
Sorghum,Sool,R1720066,Taleex,R1720135,2/1/2017,0,February 2017
Sorghum,Sool,R1720066,Xudun,R1720140,2/1/2017,19000,February 2017
Sorghum,Sanaag,R1720065,Ceerigaabo,R1720099,2/1/2017,0,February 2017
Sorghum,Sanaag,R1720065,Ceel Afweyn,R1720095,2/1/2017,17000,February 2017
Sorghum,Sanaag,R1720065,Laasqoray,R1720121,2/1/2017,0,February 2017
Sorghum,Bari,R1720054,Bossaso,R1720083,2/1/2017,24000,February 2017
Sorghum,Bari,R1720054,Bandarbeyla,R1720077,2/1/2017,0,February 2017
Sorghum,Bari,R1720054,Caluula,R1720093,2/1/2017,0,February 2017
Sorghum,Bari,R1720054,Iskushuban,R1720112,2/1/2017,0,February 2017
