FID_FSNAU_,CODE,LHZ_2015,LHZCD_2015,FID_sm_dis,REG_NAME,REG_CODE,REG_ALT,DIST_NAME,DIS_CODE,DIST_ALT,NOTE,Area,DIST_2_NAM,nutrition_status,id,level
256,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,50,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Sablaale,2306,Sablale,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",5992.476439,Sablaale,,256,0
257,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,67,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Bu'aale,2701,,,5494.499708,Bu'aale,,257,0
258,18,Juba Pastoral -  Cattle & Goats,18: Juba Pastoral -  Cattle & Goats,68,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Jilib,2702,,,5249.06866,Jilib,,258,0
259,19,Urban,19: Urban,0,Banadir,22,Banaadir,Banadir,22,,"Xamar Weyne(01), Hodan(02), Wardhiigleey(03), Boondheere(04), Xamar Jabjab(05), Waaberi(06), Wadajir(07), Kaaraan(08), Yaaqshiid(09), Shibis(10), Cabdulcasiis(11), Hawl Wadaag(12), Shangaani(13), Heliwaa(14), Dharkenley(15), Dayniile(16)",236.3154322,Banadir,,259,0
260,19,Urban,19: Urban,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44107,Balcad,,260,0
261,19,Urban,19: Urban,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.882653,Afgooye,,261,0
262,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.271885,Ceel Waaq,,262,0
263,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.271885,Ceel Waaq,,263,0
264,5,Hawd Pastoral,05: Hawd Pastoral,38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Critical,264,4
265,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Serious,265,3
266,12,"Southern Agropastoral - Goat,Camel,Sorghum","12: Southern Agropastoral - Goat,Camel,Sorghum",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Serious,266,3
267,13,Riverine Pump irrigation,13: Riverine Pump irrigation,38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Serious,267,3
