FID_FSNAU_,CODE,LHZ_2015,LHZCD_2015,FID_sm_dis,REG_NAME,REG_CODE,REG_ALT,DIST_NAME,DIS_CODE,DIST_ALT,NOTE,Area,DIST_2_NAM,nutrition_status,id,level
1,1,Guban Pastoral,01: Guban Pastoral,1,Awdal,11,,Borama,1101,Boorama,,3076.079276,Borama,Critical,1,4
2,1,Guban Pastoral,01: Guban Pastoral,2,Awdal,11,,Baki,1102,,,3424.034659,Baki,Critical,2,4
3,1,Guban Pastoral,01: Guban Pastoral,3,Awdal,11,,Lughaye,1103,,,3344.227838,Lughaye,Critical,3,4
4,1,Guban Pastoral,01: Guban Pastoral,4,Awdal,11,,Zeylac,1104,Saylac,,6082.295048,Zeylac,Critical,4,4
5,1,Guban Pastoral,01: Guban Pastoral,6,Woqooyi Galbeed,12,West Galbeed,Berbera,1202,,,10267.51507,Berbera,Critical,5,4
6,1,Guban Pastoral,01: Guban Pastoral,17,Sanaag,15,Sanag,Ceel Afweyn,1502,"Ceel Afweyne, Ceel-afwein, El Afwein","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",15680.02809,Ceel Afweyn,Critical,6,4
7,2,Northwest Agropastoral,02: West Golis Pastoral,1,Awdal,11,,Borama,1101,Boorama,,3076.079276,Borama,Serious,7,3
8,2,Northwest Agropastoral,02: West Golis Pastoral,2,Awdal,11,,Baki,1102,,,3424.034659,Baki,Serious,8,3
9,2,Northwest Agropastoral,02: West Golis Pastoral,3,Awdal,11,,Lughaye,1103,,,3344.227838,Lughaye,Serious,9,3
10,2,Northwest Agropastoral,02: West Golis Pastoral,4,Awdal,11,,Zeylac,1104,Saylac,,6082.295048,Zeylac,Serious,10,3
11,2,Northwest Agropastoral,02: West Golis Pastoral,5,Woqooyi Galbeed,12,West Galbeed,Hargeysa,1201,Hargeisa,,13682.16169,Hargeysa,Serious,11,3
12,2,Northwest Agropastoral,02: West Golis Pastoral,6,Woqooyi Galbeed,12,West Galbeed,Berbera,1202,,,10267.51507,Berbera,Serious,12,3
13,2,Northwest Agropastoral,02: West Golis Pastoral,7,Woqooyi Galbeed,12,West Galbeed,Gebiley,1203,Gabiley,,4269.851548,Gebiley,Serious,13,3
14,2,Northwest Agropastoral,02: West Golis Pastoral,8,Togdheer,13,Tog-dheer,Burco,1301,Burao,,16052.9184,Burco,Serious,14,3
15,2,Northwest Agropastoral,02: West Golis Pastoral,10,Togdheer,13,Tog-dheer,Owdweyne,1303,Oodweyne,,8341.235497,Owdweyne,Serious,15,3
16,2,Northwest Agropastoral,02: West Golis Pastoral,11,Togdheer,13,Tog-dheer,Sheikh,1304,Sheekh,,2960.233005,Sheikh,Serious,16,3
17,2,Northwest Agropastoral,02: West Golis Pastoral,13,Sool,14,,Caynabo,1402,Ainabo,,8069.195623,Caynabo,Serious,17,3
18,2,Northwest Agropastoral,02: West Golis Pastoral,17,Sanaag,15,Sanag,Ceel Afweyn,1502,"Ceel Afweyne, Ceel-afwein, El Afwein","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",15680.02809,Ceel Afweyn,Serious,18,3
19,3,Northwest Agropastoral,03: Northwest Agropastoral,1,Awdal,11,,Borama,1101,Boorama,,3076.079276,Borama,Alert,19,2
20,3,Northwest Agropastoral,03: Northwest Agropastoral,2,Awdal,11,,Baki,1102,,,3424.034659,Baki,Alert,20,2
21,3,Northwest Agropastoral,03: Northwest Agropastoral,5,Woqooyi Galbeed,12,West Galbeed,Hargeysa,1201,Hargeisa,,13682.16169,Hargeysa,Alert,21,2
22,3,Northwest Agropastoral,03: Northwest Agropastoral,7,Woqooyi Galbeed,12,West Galbeed,Gebiley,1203,Gabiley,,4269.851548,Gebiley,Alert,22,2
23,3,Northwest Agropastoral,03: Northwest Agropastoral,10,Togdheer,13,Tog-dheer,Owdweyne,1303,Oodweyne,,8341.235497,Owdweyne,Alert,23,2
24,4,Togdheer Agropastoral,04: Togdheer Agropastoral,8,Togdheer,13,Tog-dheer,Burco,1301,Burao,,16052.9184,Burco,Alert,24,2
25,4,Togdheer Agropastoral,04: Togdheer Agropastoral,10,Togdheer,13,Tog-dheer,Owdweyne,1303,Oodweyne,,8341.235497,Owdweyne,Alert,25,2
26,4,Togdheer Agropastoral,04: Togdheer Agropastoral,11,Togdheer,13,Tog-dheer,Sheikh,1304,Sheekh,,2960.233005,Sheikh,Alert,26,2
27,5,Hawd Pastoral,05: Hawd Pastoral,5,Woqooyi Galbeed,12,West Galbeed,Hargeysa,1201,Hargeisa,,13682.16169,Hargeysa,Serious,27,3
28,5,Hawd Pastoral,05: Hawd Pastoral,8,Togdheer,13,Tog-dheer,Burco,1301,Burao,,16052.9184,Burco,Serious,28,3
29,5,Hawd Pastoral,05: Hawd Pastoral,9,Togdheer,13,Tog-dheer,Buuhoodle,1302,Buhodle,,6782.1837,Buuhoodle,Serious,29,3
30,5,Hawd Pastoral,05: Hawd Pastoral,10,Togdheer,13,Tog-dheer,Owdweyne,1303,Oodweyne,,8341.235497,Owdweyne,Serious,30,3
31,5,Hawd Pastoral,05: Hawd Pastoral,12,Sool,14,,Laas Caanood,1401,"Las Caanood, Lascaanod, Lasanod, Las Anod",,11571.85509,Laas Caanood,Serious,31,3
32,5,Hawd Pastoral,05: Hawd Pastoral,13,Sool,14,,Caynabo,1402,Ainabo,,8069.195623,Caynabo,Serious,32,3
33,5,Hawd Pastoral,05: Hawd Pastoral,25,Nugaal,17,Nugal,Garoowe,1701,Garowe,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",8623.002031,Garoowe,Critical,33,4
34,5,Hawd Pastoral,05: Hawd Pastoral,26,Nugaal,17,Nugal,Burtinle,1702,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9696.750536,Burtinle,Critical,34,4
35,5,Hawd Pastoral,05: Hawd Pastoral,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.852251,Eyl,Critical,35,4
36,5,Hawd Pastoral,05: Hawd Pastoral,28,Mudug,18,,Gaalkacyo,1801,"Galkacyo, Gaalkacayo, Galkayo",,15200.79312,Gaalkacyo,Critical,36,4
37,5,Hawd Pastoral,05: Hawd Pastoral,29,Mudug,18,,Galdogob,1802,Goldogob,,1959.749115,Galdogob,Critical,37,4
38,5,Hawd Pastoral,05: Hawd Pastoral,31,Mudug,18,,Jariiban,1804,,,10975.86173,Jariiban,Critical,38,4
39,5,Hawd Pastoral,05: Hawd Pastoral,33,Galgaduud,19,Galgadud,Dhuusamarreeb,1901,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,12693.30043,Dhuusamarreeb,Critical,39,4
40,5,Hawd Pastoral,05: Hawd Pastoral,34,Galgaduud,19,Galgadud,Cabudwaaq,1902,"Caabudwaaq, Abudwaq",,6200.223294,Cabudwaaq,Critical,40,4
41,5,Hawd Pastoral,05: Hawd Pastoral,35,Galgaduud,19,Galgadud,Cadaado,1903,"Cadado, Adado",,6417.51737,Cadaado,Critical,41,4
42,5,Hawd Pastoral,05: Hawd Pastoral,36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.11557,Ceel Buur,Critical,42,4
43,5,Hawd Pastoral,05: Hawd Pastoral,38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Critical,43,4
44,5,Hawd Pastoral,05: Hawd Pastoral,39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.85632,Bulo Burto,Critical,44,4
45,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,8,Togdheer,13,Tog-dheer,Burco,1301,Burao,,16052.9184,Burco,Critical,45,4
46,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,9,Togdheer,13,Tog-dheer,Buuhoodle,1302,Buhodle,,6782.1837,Buuhoodle,Critical,46,4
47,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,12,Sool,14,,Laas Caanood,1401,"Las Caanood, Lascaanod, Lasanod, Las Anod",,11571.85509,Laas Caanood,Critical,47,4
48,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,13,Sool,14,,Caynabo,1402,Ainabo,,8069.195623,Caynabo,Critical,48,4
49,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,14,Sool,14,,Taleex,1403,Taleh,,8615.009244,Taleex,Critical,49,4
50,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,15,Sool,14,,Xudun,1404,Hudun,,9112.015924,Xudun,Critical,50,4
51,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,16,Sanaag,15,Sanag,Ceerigaabo,1501,"Ceerigaavo, Erigavo, Erigabo","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",26015.31884,Ceerigaabo,Critical,51,4
52,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,17,Sanaag,15,Sanag,Ceel Afweyn,1502,"Ceel Afweyne, Ceel-afwein, El Afwein","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",15680.02809,Ceel Afweyn,Critical,52,4
53,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,18,Sanaag,15,Sanag,Laasqoray,1503,Lasqoray,"Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",12222.42459,Laasqoray,Critical,53,4
54,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,19,Bari,16,,Bossaso,1601,"Bossaaso, Bossaso , Bosaaso",,7921.529963,Bossaso,Critical,54,4
55,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,20,Bari,16,,Bandarbeyla,1602,"Bandar Beyla, Bander-beyla, Benderbela",,11384.32634,Bandarbeyla,Critical,55,4
56,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,22,Bari,16,,Iskushuban,1604,,,18529.12202,Iskushuban,Critical,56,4
57,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,23,Bari,16,,Qandala,1605,Kandala,,7452.840513,Qandala,Critical,57,4
58,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,24,Bari,16,,Qardho,1606,Gardo,,18730.92167,Qardho,Critical,58,4
59,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,25,Nugaal,17,Nugal,Garoowe,1701,Garowe,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",8623.002031,Garoowe,Critical,59,4
60,6,Northern Inland Pastoral - Goat & Sheep,06: Northern Inland Pastoral - Goat & Sheep,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.852251,Eyl,Critical,60,4
61,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",4,Awdal,11,,Zeylac,1104,Saylac,,6082.295048,Zeylac,,61,0
62,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",4,Awdal,11,,Zeylac,1104,Saylac,,6082.295048,Zeylac,,62,0
63,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",4,Awdal,11,,Zeylac,1104,Saylac,,6082.295048,Zeylac,,63,0
64,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",16,Sanaag,15,Sanag,Ceerigaabo,1501,"Ceerigaavo, Erigavo, Erigabo","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",26015.31884,Ceerigaabo,,64,0
65,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",17,Sanaag,15,Sanag,Ceel Afweyn,1502,"Ceel Afweyne, Ceel-afwein, El Afwein","Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",15680.02809,Ceel Afweyn,,65,0
66,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",18,Sanaag,15,Sanag,Laasqoray,1503,Lasqoray,"Sanaag region now includes Badhan district (1504), but no boundary exists as yet for this district",12222.42459,Laasqoray,,66,0
67,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",19,Bari,16,,Bossaso,1601,"Bossaaso, Bossaso , Bosaaso",,7921.529963,Bossaso,,67,0
68,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",21,Bari,16,,Caluula,1603,"Calawla, Alula",,4580.349103,Caluula,,68,0
69,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",22,Bari,16,,Iskushuban,1604,,,18529.12202,Iskushuban,,69,0
70,7,"East Golis - Frankincense, Goats & Fishing","07: East Golis - Frankincense, Goats & Fishing",23,Bari,16,,Qandala,1605,Kandala,,7452.840513,Qandala,,70,0
71,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,45,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Marka,2301,Merka,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",1065.13081,Marka,Critical,71,4
72,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.882653,Afgooye,Critical,72,4
73,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,0,Banadir,22,Banaadir,Banadir,22,,"Xamar Weyne(01), Hodan(02), Wardhiigleey(03), Boondheere(04), Xamar Jabjab(05), Waaberi(06), Wadajir(07), Kaaraan(08), Yaaqshiid(09), Shibis(10), Cabdulcasiis(11), Hawl Wadaag(12), Shangaani(13), Heliwaa(14), Dharkenley(15), Dayniile(16)",236.3154322,Banadir,Critical,73,4
74,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,20,Bari,16,,Bandarbeyla,1602,"Bandar Beyla, Bander-beyla, Benderbela",,11384.32634,Bandarbeyla,Critical,74,4
75,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,22,Bari,16,,Iskushuban,1604,,,18529.12202,Iskushuban,Critical,75,4
76,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,24,Bari,16,,Qardho,1606,Gardo,,18730.92167,Qardho,Critical,76,4
77,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.852251,Eyl,Critical,77,4
78,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,30,Mudug,18,,Hobyo,1803,,,25541.68318,Hobyo,,78,0
79,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,31,Mudug,18,,Jariiban,1804,,,10975.86173,Jariiban,Critical,79,4
80,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,32,Mudug,18,,Xarardheere,1805,"Hararheere, Harardhere",,5128.761094,Xarardheere,,80,0
81,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,37,Galgaduud,19,Galgadud,Ceel Dheer,1905,"El Dere, El Der",,10361.19471,Ceel Dheer,,81,0
82,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,42,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Adan Yabaal,2102,"Aden Yabal, Aadan","Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",3978.359744,Adan Yabaal,,82,0
83,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44107,Balcad,,83,0
84,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,44,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Cadale,2104,Adale,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",5820.031513,Cadale,,84,0
85,8,Coastal Deeh Pastoral & Fishing,08: Coastal Deeh Pastoral & Fishing,46,Shabelle Hoose,23,"Lower Shabelle, Shabeellaha Hoose",Afgooye,2302,Afgoi,"Shabelle Hoose now includes Aw Dheegle district (2308), but no boundary exists as yet for this district",3952.882653,Afgooye,Critical,85,4
86,9,Addun Pastoral,09: Addun Pastoral,27,Nugaal,17,Nugal,Eyl,1703,,"Nugaal region now includes Dan Gorayo district (1704), but no boundary exists as yet for this district",9365.852251,Eyl,Critical,86,4
87,9,Addun Pastoral,09: Addun Pastoral,28,Mudug,18,,Gaalkacyo,1801,"Galkacyo, Gaalkacayo, Galkayo",,15200.79312,Gaalkacyo,Critical,87,4
88,9,Addun Pastoral,09: Addun Pastoral,30,Mudug,18,,Hobyo,1803,,,25541.68318,Hobyo,Critical,88,4
89,9,Addun Pastoral,09: Addun Pastoral,31,Mudug,18,,Jariiban,1804,,,10975.86173,Jariiban,Critical,89,4
90,9,Addun Pastoral,09: Addun Pastoral,33,Galgaduud,19,Galgadud,Dhuusamarreeb,1901,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,12693.30043,Dhuusamarreeb,Critical,90,4
91,9,Addun Pastoral,09: Addun Pastoral,35,Galgaduud,19,Galgadud,Cadaado,1903,"Cadado, Adado",,6417.51737,Cadaado,Critical,91,4
92,9,Addun Pastoral,09: Addun Pastoral,36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.11557,Ceel Buur,Critical,92,4
93,10,Cowpea Belt,10: Cowpea Belt,30,Mudug,18,,Hobyo,1803,,,25541.68318,Hobyo,,93,0
94,10,Cowpea Belt,10: Cowpea Belt,32,Mudug,18,,Xarardheere,1805,"Hararheere, Harardhere",,5128.761094,Xarardheere,,94,0
95,10,Cowpea Belt,10: Cowpea Belt,33,Galgaduud,19,Galgadud,Dhuusamarreeb,1901,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,12693.30043,Dhuusamarreeb,,95,0
96,10,Cowpea Belt,10: Cowpea Belt,36,Galgaduud,19,Galgadud,Ceel Buur,1904,"El Bur, Ceel Bur",,13358.11557,Ceel Buur,,96,0
97,10,Cowpea Belt,10: Cowpea Belt,37,Galgaduud,19,Galgadud,Ceel Dheer,1905,"El Dere, El Der",,10361.19471,Ceel Dheer,,97,0
98,10,Cowpea Belt,10: Cowpea Belt,39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.85632,Bulo Burto,,98,0
99,10,Cowpea Belt,10: Cowpea Belt,40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.576173,Jalalaqsi,,99,0
100,10,Cowpea Belt,10: Cowpea Belt,41,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Jowhar,2101,Jawhar,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4633.749527,Jowhar,,100,0
101,10,Cowpea Belt,10: Cowpea Belt,42,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Adan Yabaal,2102,"Aden Yabal, Aadan","Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",3978.359744,Adan Yabaal,,101,0
102,10,Cowpea Belt,10: Cowpea Belt,43,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Balcad,2103,Balad,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",4229.44107,Balcad,,102,0
103,10,Cowpea Belt,10: Cowpea Belt,44,Shabelle Dhexe,21,"Middle Shabelle, Shabeellaha Dhexe",Cadale,2104,Adale,"Shabelle Dhexe now includes Warsheikh (2105) and Mahaday (2106), but no boundary exists as yet for these districts",5820.031513,Cadale,,103,0
104,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.301727,Badhaadhe,,104,0
105,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,105,0
106,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,106,0
107,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,107,0
108,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,108,0
109,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,109,0
110,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,110,0
111,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.406875,Garbahaarey,Critical,111,4
112,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.971763,Luuq,Critical,112,4
113,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",61,Gedo,26,,Garbahaarey,2601,"Garbahaaray, Garbaharey","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8329.406875,Garbahaarey,Critical,113,4
114,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",62,Gedo,26,,Baardheere,2602,"Baar-dheere, Bardera","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",15355.46866,Baardheere,,114,0
115,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",63,Gedo,26,,Belet Xaawo,2603,Belet Xaawa,"Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",3889.869262,Belet Xaawo,Critical,115,4
116,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",64,Gedo,26,,Ceel Waaq,2604,"Ceel Waq, El Wak, El Waq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",7850.271885,Ceel Waaq,,116,0
117,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",65,Gedo,26,,Doolow,2605,"Dolow, Dolo","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",1631.877815,Doolow,Critical,117,4
118,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",66,Gedo,26,,Luuq,2606,"Luuk, Luq","Gedo region now includes Buur Dhuubo district (2607), but no boundary exists as yet for this district",8273.971763,Luuq,xx,118,0
119,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",69,Juba Dhexe,27,"Middle Juba, Jubbada Dhexe",Saakow,2703,Sakow,,8061.89927,Saakow,,119,0
120,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",70,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Kismaayo,2801,Kismayo,,9237.880268,Kismaayo,,120,0
121,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",71,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Afmadow,2802,,,26880.74838,Afmadow,,121,0
122,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",72,Juba Hoose,28,"Lower Juba, Jubbada Hoose",Badhaadhe,2803,Badhadhe,,9648.301727,Badhaadhe,,122,0
123,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",38,Hiraan,20,Hiiraan,Belet Weyne,2001,Beled Weyne,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",14866.40282,Belet Weyne,Serious,123,3
124,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",39,Hiraan,20,Hiiraan,Bulo Burto,2002,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti","Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",16042.85632,Bulo Burto,,124,0
125,11,"Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle","11: Southern Inland Pastoral â€“ Camels, Goat/Sheep, Cattle",40,Hiraan,20,Hiiraan,Jalalaqsi,2003,,"Hiraan region now includes Maxaas (2004) and Matabaan district (2005), but no boundary exists as yet for these districts",3121.576173,Jalalaqsi,,125,0
