period,partner,district,site,site_id,latitude,longitude,program,MUAC ,OTP_discharges,other_SFP_returned_defaulters,old_cases_SC_OTP,cured,died,defaulter,non_cured,transfer_SC_OTP,total_beginning_month,total_admissions,total_discharges,total_endmonth,perc_recovered,perc_defaulted
February,SDRO,Gaalkacyo,Sadex higlo - TSFP,WFP342,6.49897,47.1122,TSFP_PLW,0,0,0,0,0,0,0,0,0,76,0,0,76,0,0
February,SDO,Jariiban,SEEMADE - TSFP,WFP349,7.15579,48.6975,TSFP_PLW,57,0,0,0,8,0,7,0,0,64,57,15,106,53,47
February,SWISSO-kalmo,Dhuusamarreeb,Balliad - TSFP,WFP35,5.48048,46.09062,TSFP_PLW,56,0,0,0,0,0,0,0,0,3,56,0,59,0,0
February,Mercy USA,Hargeisa,Darasalam - Settlement,WFP3529,7.11742,47.15284,TSFP_PLW,2,0,0,0,12,0,0,0,0,38,2,12,28,100,0
February,SDO,Galdogob,DAARUSALAAM - Settlement,WFP3565,2.11698,44.95887,TSFP_PLW,66,0,0,0,50,0,5,0,0,154,66,55,165,91,9
February,SHARDO ,Shibis,SHIBIS - TSFP,WFP360,2.037711,45.35,TSFP_PLW,18,0,0,0,15,0,0,0,0,166,18,15,169,100,0
February,SCI,Beletweyne,Sigalow - TSFP,WFP363,4.75727,45.18898,TSFP_PLW,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0
February,WVI,Garoowe,Sin-ujiif - TSFP,WFP365,8.53713,48.9852,TSFP_PLW,38,0,0,0,23,0,4,0,0,98,38,27,109,85,15
February,WVI,Doolow,Surgaduud - TSFP,WFP367,4.09584,42.02514,TSFP_PLW,18,0,0,0,0,0,0,0,0,217,18,0,235,0,0
February,Mercy USA,Cabudwaaq,Dabad - Settlement,WFP3692,6.30619,46.54925,TSFP_PLW,38,0,0,0,18,0,4,1,0,32,38,23,47,78,17
February,WVI,Baidoa,Towfiiq - TSFP,WFP374,3.126929,43.675404,TSFP_PLW,6,0,0,0,0,0,0,0,0,47,6,0,53,0,0
February,HADO,Bossaso,Ufeyn - TSFP,WFP378,10.65233,49.75337,TSFP_PLW,29,0,0,0,24,0,0,1,0,110,29,25,114,96,0
February,DHO,Diinsoor,Waaberi - MCHN,WFP380,2.047638,45.35,TSFP_PLW,22,0,0,0,8,0,0,0,0,79,22,8,93,100,0
February,WVI,Baidoa,Wadajir 4 - TSFP,WFP384,3.149063,43.667816,TSFP_PLW,188,0,0,0,0,0,0,0,0,50,188,0,238,0,0
February,WVI,Hargeisa,Dhimbiryaale - Settlement,WFP3875,9.272371,44.111165,TSFP_PLW,24,0,1,0,0,0,0,0,0,0,25,0,25,0,0
February,WVI,Eyl,Wargaduud - TSFP,WFP388,7.72972,49.06849,TSFP_PLW,57,0,0,0,42,0,0,0,0,401,57,42,416,100,0
February,HADO,Qandala,Balidhidin - TSFP,WFP39,10.87986,50.39222,TSFP_PLW,0,0,60,0,0,0,0,15,0,61,60,15,106,0,0
February,SHARDO ,Balcad,WARSHEIKH - TSFP,WFP390,2.298294,45.79799,TSFP_PLW,209,0,0,0,125,0,0,0,0,224,209,125,308,100,0
